id,tweet
639,ah macet
640,marah mele u u
641,punya aku after earth kece badai~ jaden smith aku padamu
642,sepi beut jam segini yah :p schlumberger geophysics nusantara)
643,tapi di film larva lucu pet ha
644,wah seru y sayang tidak-ngajak2
645,itu apan kok bisa tahu enak drimna sepertinya masih utuh deh tuh makanan-
646,wajib beli edisi ini! :)rt bekali anak sat menghadapi orang asing tipsnya ada di #edisi12
647,iyaiya kan rumah aku jauh makanya aku jalan jam :d
648,nah! ( � �`)-� edgarnya dikeluarin:d emgnya sayang butuh alasan bang - edgar #cintabrontosaurus
649,grt line saya aza line sepi twiter sepi huhuhu
650,pas bulan tuh pasport abis ㅋ kantor imigrasi kelas jakarta timur w/ others)
651,-> ada cinta yang tak harus kamu pertahankan yaitu mencintai orang yang kesetianya kamu ragukan ~
652,hi dirceh!mau bagpack 1d yang kece mirip yuk flw join quiz nya w/ more info cekfav;)
653,nanti saya sms in son pas ds apan saya lupa
654,haha iya adah ji biar ly senang hehe dih benar plang dari sana kulit saya putihan hehe
655,hey del gift sudah aku titipin yah kalau sudah mendarat di kamu kabarin ya :-) semoga suka ;) semangat ! #spamkeceh #levis48
656,alhamdulilah hp nya sudah benar :)
657,tidak-ah -_- tidur kamu sono parah
658,kamu saja sono jadi tukang baca pancasila upacara kamu sono jadi ketua pusing euy tahu sekarang hari senin (�o�)
659,jadi enga enak la la makasih ya kalian mau direpotin menemani kuliah dari pagi � �
660,dancing thankyou za hihi hore buat kamu pohon dan kebun basah semua:p dahan dan
661,mari bekerja lagi di mingu terakhir juni! (sementara emak saya plesiran ke malaysia… (at lazada indonesia hq) —
662,astaga semoga lekas sembuh ya bang ton anak tercinta amien amien amien
663,selamat pagi juga hari yang cerah untuk jiwa yang sepi
664,sut omonganye astagfirulah ah jelek
665,mundur lagi macetnya tidak-santai
666,selamat pagih ♥
667,cinta adalah suatu yang tidak-bisa dipaksakan dia tidak-menyukaimu jadi cintamu hanya menjadi cinta yang tak terbalas -
668,tidak-ji beroh kenapa jhe sedih maka lagi lebay ki cewk astaga makasih
669,senang baca sambutanya ma'am memang pantes dia jadi guru tergaul
670,wakaka sial kamu mah lansia kak gaya abg woi malu sama muka -_- tidak-tahu saya kayaknya sih masih abg begitu
671,pagi cantik ;) nice a day ya
672,kamu cantik hari ini ☺
673,yang nga percaya kesini saja lah siapa suruh :p bong di kerjain lewat macet an -_- wif haha
674,lahkolahko wowrt yang cantik saja jual mahal apa lagi yang jelek
675,terimakasih swety pasti capai sekali deh ya selamat tidur jambul seiprit ({}) :
676,berisik ( `� )_ / (>_<') kalau memang sayang coba buktin kalau cuma bicara saja tiap orang juga bisa
677,i'm at komplek tembong indah
678,doain saja cepat dapat batu nya merka ya dek wkwk
679,saya lagi banyak tugas yang lain nih kamu saja yang kerjain deh nanti urusan bayar biar saya berasa kamu saja ye yang sibuk
680,terlanjur kesal bos sama doi
681,macet dari depan bapeda tangsel sampai pasar serpong c :
682,done cantik ;) kak folback dong :)�
683,pasti mukanya pakai wc hahahaha putih yang di paksain menyiksa sangat itu kalau dia batuk terus keluar walet dari mulut gimana ya
684,tidak-senang liat yang merah2 di peta hiks masa tidak-step lagi (at jalan tol jagorawi) —
685,sabar sayang ai go sakit sekali ini perut bulan cepat pergi kek kamu ah !
686,idih bahasa orang udik itu tidak-ngerti saya :-p kamu jamseupay kampungan sekali udik payah :d
687,ngopi ngopi ngopi ☕ (at masjid agung nurul ikhlas cilegon) —
688,teh re invite deui b kamari eror apus wae heula pin ayu kirim pin th via dm eykie baik :d
689,semakin banyak bersyukur semakin bahagia
690,mimpinya tidak-jelas begitu awalnya pas hi-touch terus tiba2 ke stasiun kereta bawah tanah -
691,finaly berhasil juga memotong rambutnya kayira… (w/ & kayira azka briana at kidycuts) [pic] —
692,hahaha kakak juga cantik iya malam ade sepupu cantik malam kak ;)
693,cang kacang panjang yang panjang jadi mainan leutik
694,#spikquestions dirumah kamu yang makanya paling lama itu siapa
695,gogogogogogogogogogogol indonesia kalah lagi oleoleoleole
696,serius nih ka :p mumpung masih ada waktu bulan aku di bogor
697,folowed yan twiter lama bule flbk yak
698,biarin kek biar pintr sok lau! hm siap2 buat uas nih !
699,enak yah yang ke jogja coba tadu pulang cepat tuh pasti saya ikut
700,yang cantik ganteng tidak-sombong kegereja yok!� � (with dad at gereja katolik - paroki keluarga kudus cibinong) —
701,flashback ke beberapa tahun lalu dan baru sadar kalau alah sayang sangat sama kita ya ci (with chika)
702,: heheh tungu ya sayang abi kesana
703,tahun kemarin partai semua ny ruber jadi tahun kemarin lama sangat beres ny hahaha
704,#tipsmakansehat #makanan orang diet #dijamin kurus (with jimy at ya sudah bistro) [pic] —
705,bong ini semua fitnah -_- jor masa kamu dikatain memang jordy hahaha ibu bapak
706,jilbab mengagungkan derajat kaum wanita hinga hanya suamilah yang berhak melihat kecantikan
707,bahagia di awal saja :s
708,harga bahan bakar minyak (�™) akan segera naik setelah itu bantuan �™ beruap bantuan langsung tunai blt diberikan #paradigma salah
709,wkwk cie yang sudah lulus :p mah bebas nonton apa saja ka yang enak lah ohaha iya deh haha nonton ujan gini
710,saya pisan ;p #cancer adalah pribadi yang sederhana disiplin dalam bekerja dan bijaksana
711,absen (with farel nadhif sayang and love at xi living world) —
712,tidak-apa-apa min tidak-apa-apa semangat ㅋ ini tidak-apa-apa kan tangal juni kompakan pakai baju putih ask
713,siap siap mati gaya stock dvd habis mau ke ambas hujan apalah nasib ku ini… (at karbela selatan) —
714,sama artis cewek tapi tidak-tahu namanya rambutnya panjang tingi sexi
715,alasan! ( � �) hi abs sakit napsu makan sudah seperti orang balas dendam nda-_- mana besok pagi dan belum dapat sepatu saya duh bagaimana
716,orang yang brpikiran negatif selalu melihat kesulitan dalam setiap kesempatan sedangkan orang sukses selalu mencari kesempatan dalam setiap kesulitan
717,kenapa sih orang saja susah sekali buat dilupainya (✣� _✣�)
718,bagaimana kabar ibab nad sehat tidak-dia ☺
719,haha patkai unyoe deh itu mah nama kota din heheh lucu sudah kamu
720,parah niech orang tidak-ada atitut nya! dasar mata sipit kw1 nongkrok di glodok
721,benar els :')
722,god night #santai #rehat # #picoftheday pantai indah kapuk (pik)
723,sedih yah -_- 151-_-
724,melatih anjing saya sulit juga sepertinya dahulu trauma di rantai sama pemilik sebelumnya ini mau dikasih kalung saja sampai kabur2an
725,prihatin saya :( night buat kamu yang disana mimpi aku yah : c: :)
726,masih ada yang yang kaya  begitu
727,namanya richieta quen marisa wis contoh tante yang baik hehe namanya siapa ndah dari bayi kan
728,ha3 sanguinis sangat yak golongan darah b: suka penasaran cepat bosan cenderung ingin menjadi nomor satu bebas dan santai
729,ni saya solatnye tangan satu (� ) kamu sama saja tidak-! :p dih parah tidak-solat jumat (cont) ht
730,adem sangat asri sangat pagi ini hahaha
731,hapy birthday imutku maf tlat bm tidak-aktif sayang �
732,pakai tuh susah dipakein orang tuh baru gampang-_-
733,berarti kalau saya pergi sama patjar dengan senang hati kali tuh pasti boleh adik saya pasti kewarnet berduan deh tuh nyokap - ayah hm
734,terkadang orang yang terlihat tegar sekalipun belum tentu hati nya kuat jika dilukai oleh orang yang disayangnya
735,nyeplokin kiting eh dibales-_- kena basah sudah saya u u
736,alhamdulilah tidak-pernah cuma sakit hati saja yang sering tidak-makan :'| pernah tidak-kamu sampai tidak-makan gara2 sakit gigi /sariawa
737,ngopi dulu biar semangat kerjanya :d (at kementrian pendidikan dan kebudayan) —
738,kota casablanca diner nungu macet
739,win sar hayang soker deket kostan lau yang lama tidak-(with winda and sarah at soto ceker madura) [pic] —
740,bguslah :) sudah d bumi hehehe dirimu rt alhmdlah baik juga sudah dimana sekarang :)
741,setelah bersih mari buat menjadi abstrak lagi (re : kamar)
742,si erika yang lain ramai dia ngikut2 ramai
743,sudah tidak-sabar mau ngeborong ckckck
744,move an move on bicara e ilo gampang men - -
745,cinta itu butuh uang bukan butuh waktu
746,setelah seharian sibuk mencari dunia sebelum rehat dekatkan diri kepada sang maha kuasa
747,daripada bajunya dicorat-coret mending bajunya dipilox saja biar lebih bagus
748,gp mun romantis saja hehew:p
749,cuma hati yang bicara dan menangis (�_�)
750,pngeny sih begitu tapi si alay � � nongol2 kalau g � � hjar cmen dia � � �
751,ati ati di kamar topik lama jomblo blay hahaha dan brengseknya kenapa harus ciuman -_-
752,wah hebat berarti tidak-perlu lagi sudah pernah :) oh tidak-tidur masuk malam tidak-kerja kamu
753,yakin tidak-ada apa2 beb hehe enga ada apapa ko beb hehehe memang ada apa bm aku beb
754,abdi asli orang sunda sanes orang betawi
755,biasanya kalau ada yang bilang sayang ke cewek dia minta bukti karena apa rasa trauma dari kata2 sayang yang sebelumnya membuat ia terpuruk
756,ni orang kaya pernah ngeliat tapi di mana ya
757,kok kamu ktwa nde hahaha yakin bisa yeaye sebentar lagi bulan rhamadan kalau
758,selamat pagi sahabat skeper :) walaupun langit jakarta gelap karena hujan tetapi jangan patah semangat ya menjalani hari ini ;)
759,macet sekali hedew (at tol cempaka) [pic] —
760,cie ica hihi oke deh ikut yang jam hehe masuk katanya mau ikut hihirt ahaha iyak :d jam ca tapi jam
761,baik ka
762,besok harus jadi nih bcp belum nonton juga cinta megantropus si raditiya dika
763,kamu sudah minta pertangung jawaban pute belum ini soal serius kamu tidak-sangka gila kacau sangat \ tidak-nyang
764,lama ya ternyata pemirsah
765,#matakusehatcsralfamart paling enak tuh kalau sekelompok sama
766,ngapain mandi jika kamera bisa bikin muka lebih cerah :|
767,selamat longwekend hatihatidijalan
768,memang kenapa kamu ka ganti nomer iye deh tenang saja pokonye :d
769,mudah2an nga :( ih engkina jadi penyakit upami di tahan mah :) baik yeuw nga jadi :)
770,pt bara tanguh menara prima w/ others)
771,w dukung novita dewi donk dukung mana u sem waw keren gila
772,anjrit lupa bawa tas! ah jelek (at lembaga penyiaran publik) —
773,buble&surabi enak kali ya3-|
774,merasakan fel kaya gini tuh tidak-enak sekali loh sumpah (✣� _✣�)
775,tak perlu dia yang sempurna untuk bisa bersamaku karena yang aku butuhkan adalah dia yang tahu kekuranganku tetapi tetap ingin bersamaku :)
776,cie kiki sampai bertengkar sama linda hahaha
777,bisa kali kenalan makan nya maf ini siapa lagi :| : iyah kaya nya pernah ketemu
778,saya sudah download bro keren siapa disini yang belum dengar single terbaru kita
779,leli ultah ya selamat ulang taun ya semoga sukses terus;)amin
780,terlalu cepat (at trisakti schol of management) —
781,damat :p ah pelit lurt kepo kamu ah:p pen kemana (cont)
782,sebaik apapun sahabat itu pasti suatu sat kita akan bertengkar juga hanya menungu waktu saja
783,ini cocok sekali buat ka & ;) langeng yah kakak kece :)
784,kampret kenapa bisa kebobolan-_- edeh urang kalah
785,cia cia cia kangen sama kamu yang selalu marah kalau aku tidur larut malam apalagi begadang :')
786,oks cantik ;
787,cie isma sama e n wkwk jangan gila (☉� �☉�) wkwk kamu ngefans apa ma sama saya tenang saya share :p
788,yahahaha saya bukan anak liar deh yang dibolehin nginep2 gitu>:/
789,kotau~ tidak-punya duit ya jadi pusing haha puzing
790,asli kamu sok tahu za saya saja enga kenal aha! ngeles lagi kamu tokai wkwk apan sok t
791,jadi maksud saya terakhir uk kita ketemu tanpa dihantui beban gituloh
792,ogeng asli cakap prh♥{}
793,iye semalam juga saya mama njo lagi ngobrolin dia _ flashback pas dia masih ada
794,semangat itu baru kreatif buat suasana jadi hidup pak makin optimis ni acara bisa jadi agenda tahunan
795,bisa jadi tuh unik dong sudah kelihatan kamu banyak mukanya
796,sat kamu merasa tidak-mampu menghadapi coban hal pertama yang harus
797,nyaman by d'masiv —
798,kalau hanya segini pengunjungnya wah bisa se-bulan ini lengkap berkas nya
799,sama doi saja kenapaci man haha serius tahu minta ajarin;)
800,au benar sa wkwkwk :d
801,ini lagi yang baru jadian sama juan ikut2an saja :p wah kalian cepetan ngaku sudah numpung tl lagi ramai neh wkwkwk
802,nenek kamu padahal umurnye sudah 70an tapi masih ada yang naksir saja ape lagi pas masih perawan tangung wkwk
803,selamat makan (with sheila at vila dago pamulang) [pic] —
804,kenapa tl penuh sama twetnya dewi yak apa memang cuma dia saja yang saya polow uhm
805,u sakit ya haha abis ditendang kuda dari kapan tahu kaki memar baru sekarang berasa nyut-nyut sekali rasanya :'(
806,ini ngeri parah macetnya kawasan klender & tidak-ada polisi yang mengatur :) c;
807,cepat low nih hp- -
808,hahaha cibuh saja kecil itu cibuh mhehe;3 haha berapa sih edit bayar;p
809,arsenal launch �25m plus vermaelen swap bid for man united striker wayne roney
810,☂• � •☂ sudah lihat keren ba jangan bikin saya ngiler sama tas �
811,ganda campuran kalah juga yaslam ~ oke kalah (lagi)
812,jauh -_-
813,cie yang tidak-bisa marah sama gua:)
814,dp bmnya si kece deh seger tapi please jangan perhatin bagian kelingkingnya ya jangan pokoknya ~\o/
815,akhirnya setelah sekian lama ya best � (with [pic] —
816,done selamat pagi para pengikut kristus sudahkah anda berdoa untuk memulai hari ini gbu
817,buktinya apa ahaha apan lagi saya tidak-normal _ perawan tulen ka saya :p haha
818,wah sialan kamu
819,ngantuk parah bisa tidur sambil berdiri neh! (at comuter line depok-tn abang-jatinegara) —
820,lanjut patung pahlawan (tugu tani)
821,kurang baek apa coba aku selama ini :') tidak-biasa baek bel : cepat sembuh sayang :
822,tidak-mau tidak-akan karena sakit hati mu juga bkal trulang :-d
823,duh yang lebih melebihi bisa aja;o alay ouch rt ora ora
824,path sunyi sekali kembalikan path lama saya �
825,ukur tingi badan � � (with at pondok indah mal) [pic] —
826,yey tidak-macet makan bubur dulu k
827,nothing to lose alah maha adil
828,alhamdulilah tidak-pernah dikasih sakit :) orang sakit di bilg lebay tidak-pernah sakit yak
829,malam mingu selalu setia menemani meski kita sendiri menikmati waktu ;p salam dari kota ambon
830,sudah ah lagi tidak-seru situnya
831,aduh ini nonton gajah mada absurd benar sudah ah
832,dapat dimana jenk d k3 pusing deh
833,jalan sore ah biar kaya orang hohoho ngiburdiri
834,wkwkwk sudah males sekarang di situ seram
835,jujur saja kamu lah cinteku macam mana pula kamu bah :d tidak-apa-apa beib :') kenapa lagi cinteku
836,kalah mb :d go go go chelsea^_^fighting caeyo ajha ajha go go go :d
837,tempat paling indah di dunia (kasur) satnite malam ini dimana #notesofme
838,morning :) semangat pagi yuk hap hap hap (at komp griya kencana i) —
839,adik cewek lebih enak punya adik cowok atau adik cewek #j
840,i'm at ocbc nisp harapan indah (jakarta capital region)
841,i'm at bank mandiri (jakarta indonesia (ero1818)
842,semangat ^_^ semangat sbmptn yuk : )�
843,lapar bareng alhasil ngacak dapur untung saja tidak-ngacak2 tanah wkwk
844,hei wanita cantik aku tanya dong besok kita ad kuliah tidak-sih tewima acih :
845,ngejungkeland lalala aku sayang sekali doraemon o:-)
846,hua tidak-tahu rumah kamu mk'a k'rmh saya sini wah enak tuh bagi2 ya haha mending bikin
847,ohehe kangen saya lip sama kamu sama kafi sama ramdan-_-haha baik dong baik haha kamu bagaimana kabar bu lela apa kabar
848,kg ada duitnya nenk ya di isi atuh neng :d kemarin suru pakai capital sekarang ganti mandiri
849,jujur tu dicari yuk :d ha jangan terlalu jujur yuk butuh kasih sayang yuk :d smo yuk -
850,conin conin ! kurang2in sudah kasihan tuh paru2 hujan dingin enakan sung tapi habis stok
851,kalau saya envy sama kamu kalau kamu deket ama cewek itu berarti saya sayang sam elu dan tidak-mau kehilangan elu ! ngerti ! kiwkiw :d
852,sangat hihiw puas dia mah tuh zea jatake48 ->rt (cont)
853,demiapapun lemas tengab mager tengab gila
854,jong ku alay ewh [pic] —
855,teman bisa jadi musuh musuh bisa jadi teman teman bisa dijadin pacar #udahgituaja
856,coba cari2 lagi saja bid masa abis bis bis bis sih di internet heuheu asik sudah teteup ye jeung demi kecantikan hahaha
857,tidak-sabar lih mau sunah eh dikira malam ini malam jumat ternyata malam kamis ya
858,kami mahasiswa penerus bangsa cuih kamu demo saja masi pakai rusuh masa depan apa masa masakan
859,orang kaya je biasa sombong sekali bm saya kaga diread dari semalam
860,iya puas buanget fin hahaha alhamdulilah lah memuaskan fin hihi puas mana (cont)
861,cry by (at jalan raya pondok gede) —
862,lah mesenya telat ya kok sudah naik pas saya nitip kan masih $7 sebiji :o
863,terus apa donk coboy junior nausu bilah enak saja kamu cil bukan tahu bokep astafirulah
864,haha oke thanks ya: strongsayang; rt enak sekali ya yang aniv;3 enga kaya gue- - wakwaw-_-
865,wew bahaya
866,jyah diliat gantengnya ) oke bentar yak
867,orang yang paling bodoh adalah orang yang tidak-bisa/mampu untuk berubah
868,sekali [jomblo] hp kamu sepi mblo #tk
869,bete-_-biasanya ampe jam malam on twiter sambil baca limd-_-mudah2an novelnya benar terbit secepetnya deh
870,hahaha sabar ye wmpis unyue unyue tambah lagi saja -_-
871,coban yang diberi lewat mama itu mungkin peringatan buat aku sebagai anak agar lebih dewasa dalam menghargai orang tua
872,iya eh iya dem kok kamu tahu :( iya tidak-sangka jahat nya tidak-sangka eh�
873,oh haha iye nih ka tidak-pede saya padahal carier up to 120l mah saja minder masa pendaki minder sama cewek ya tidak-enak saja di
874,selamat hari ulang tahun muhamad rais gufran :d rais' crib -
875,santai saja dulu mirip anak pantai~
876,pagi sayang :
877,kan adil amis amis nyolot nih :p si jelek kemana nga nongol lagi tuh lagi sibuk mangung lagi kali :p
878,sabar saja semoga nanti jadi lebih baik kondisinya wikanov iyalah pak sekarang jadinya di ruko � ada yang ngawas kepala sekolah kita
879,happy birthday sayang wyatb hahaha surpesnya amis yekan ha
880,kamu itu memang sama mirip artis bedanya kalau artis itu terkenal kalau kamu terbinal
881,sempurna ♫ sempurna by andra and the backbone (at english first (ef) —
882,em enga juga rambut gondrong itu identik enga rapih! #cigitu
883,hoi pasti kamu sudah kelempar ya dari wkwkwk urutan terakhir
884,sudah tidur jadi kebangun lagi ya ha ha jadi tidak-tenang :p tidur saja bisa tidak-tenang kalau si kesal #iloveyou
885,royce danish pancake tiga bulatan yang melebur manis dalam mulut pancake berbentuk bola yang disi dengan coklat da
886,jika kalian ingin dihargai dan dihormati maka saling menghargai dan menghormati orang lainlah !
887,ah jelek
888,:') kalau kita bertengkar aku ingat sat-sat keakraban kita dulu waktu lagi pdkt waktu kamu berusaha buat ngedapetin aku
889,gelap sekali cuacanya
890,jangan berkhianat sayang yah:) aku sayang kamu{} aku selalu ingat janji kita
891,cielah lagi sensi sangat kayaknya tidak-pas waktunya nih :d
892,jangan makan bubur pakai tusuk sate susah
893,ya aku sih fleksibel kamu mau main-main ya aku mainin kamu mau serius ya aku sayangin
894,aku sayang kamu tapi kayaknya rasa sayang aku tak terbalaskan :(
895,yah itu sudah bukan gosip lagi tapi itu fakta benar pasti bakal pergi gosip itu :drt tar fansnya juga pergi
896,benar
897,duitnya enak pak sudah jadi istri ke3 kok ya masih nga sangka kalau suaminya penjahat kelamin lugu atau bodoh ya
898,pramuka pasti para ngumpet ngumpet nya itu yang seru makanya pengen buru buru besok ckckck ☺!
899,saya mau klwr negeri nanti malam pengen move on dari dia nd cari krjan yang lebih baik d negeri orang #doain ya!
900,erte bangeud :d cewek cantik itu cewek yang bisa mengatur keuangan dan tidak-boros
901,tiba2 teringat kenangan sat di silat smkn8 kenangan indah tak terlupa :)
902,tuh kan kesal sekali uh sama cewek itu -_-
903,iye nih belum tahu john palingan mingu atau nga senin sudah jauh saja pak kapan lau pulang
904,pret ktika jtuh cnta jangan berjanji tak saling mnyakiti namun brjanjilah tuk tetap brtahan meski salah satu trsakiti
905,wakakak gampang itu mah yang penting kado saja dulu wakak
906,khilaf sayang :d hihihirt sumfah an kalau sudah bersangkutan sama gembuls senang sangat (cont)
907,kalau dengerin orang tegal bicara tuh bikin senyum2 lucu
908,hayoloh ndo tuh kan begitu saja marah biasanya kebalikan loh ndo -_-!rt parah wkwk
909,ketoprak saja lah buat sarapan lumayan dibelin
910,suer deh saya kan orang sibuk b) bong saja :d saya (cont)
911,menanti pasukan jelek (with and others at rumah abil) —
912,bi sudah intervensi kan dkit tadu dbanding pas opening memang naik lagi bkn'y trun ;p mumet gara gara dolar
913,jadi enak:) bingit;$ tapi ngangenin kan~ selin benar haha tidak-apa-apa :p
914,percaya sama alah karena alah tidak-pernah bohong
915,percaya itu saya percaya tidak-percaya #libra orangnya fleksibel kalau yang dicintainya itu setia #libra pasti lebih seti
916,cantik si tapi rela bagi bagi
917,lobet nhe lagi dicas wechat ny sudah bisa belum ceritanya semangat pending sekali si
918,alay ah (✣�✣� )
919,tidak-salah tuh bang bentar lagi pengumuman kelulusan dan sampai sat ini belum nentuin mau masuk smp mana
920,haha saya tidak-marah atuh tomboy selo ae sama gue~
921,tapi mimpi buruk ' '
922,eh serius saya line panjang lebar - -
923,saya dong baguskan ava kamu tato spa kenyang sudah ! hahaha
924,ha puasa masi 2bln lagi lagi sibuk yah dikampus neng
925,jijik saya kenal sama orang kaya kamu yang selalu dktin orang cuma karena duit tapi pda sat susah dbuang begitu saja najis amit ya alah
926,semangat pagi ;) (with chie at rest area kamu 19) [pic] —
927,atm keblokir (lagi) bzt (at bank mandiri otista) —
928,cuma mau mengingatkan saja jatuh cinta itu gampang mastin dia orang yang benar itu yang susah #misterius
929,alhamdulilah pulang ke rumah tercinta ♫ home swet home by m�tley cr�e (at romeo's place of al-ilham) —
930,dibalik senyumu ada cinta untuku dibalik matamu ada hati yang menungu
931,jangan yang aib tapi ya;)
932,dasar fahmy tidak-jelas -_- sudah pj mana sini sapa saja boleh :p lah memang saya jadian sama siapa
933,tidak-apa-apa kalau benar juga wkwk map dibajak:'(
934,wkwkw kirain ogah amat kirain benar
935,kangen itu mudah mengungkapkanya yang berat :|
936,pintar kesabaran itu ada batasnya salah ! sabar itu tiada batas ! :)
937,selamat hari sabtu malam mingu !
938,kamu baik sono kit jadi simpenanya jadi simpenan ahmad fathanah saja hesrt maunya yang bisa bikin saya makmur
939,oh oke beb
940,sedih itu ktika kita sudah mencoba terbuka namun hasil yang didapat tidak-serupa
941,amin makasih ya :) semangat mamih masih banyak kesempatan :)
942,kwkwk lagi seru ka diusahain deh
943,enga kaya jasa bikin dres begitu ehehe
944,kepo dech khakha ini admin nya indah ya wk hai plen hai hai ;)
945,di penghujung pekan dapatkan gamis syar'i fatimah dengan nama gs04 yuk order buat mereka yang tersayang cantik deh
946,optimis rid! kamu harus bisa bertahan !
947,dan denganmu aku kan bahagia selamanya #liriklagu
948,pelan pelan
949,halo bubunku yang suka tidur cepat balik ke jakarta ya akunya kangen mwah :-
950,alamat saya benar tidur pagi
951,itu bukan topi sayang mbc show champion ~ baekhyun [cr:mbnstar]
952,oke jangan mendadak yah cantik saya tanya2in yang
953,lebe baik pacar di jao kng pengertian dari pada pacar di dekat mr batin kng pikiran terus -_-
954,kepala berat pusing meriang � �� karuan hadeuh � aloh #klinik islma yakdi klapa dua jak-ut
955,agak egois ya :')
956,weh smp juga d bsd sudah lama gx naik motor jauh badan pada pegel hikz hikz
957,dih bau sangat mukena masjid
958,� deh say mka'y � nanti saja nikah'y stelah kamu selesai brjuang : ya alah beruntung sangat haha iya ka tungu aku ya lagi
959,jangan sering menilai orang dari kejelekanya belum tentu kamu lebih baik darinya !
960,cet macet cet -_- (at kamu tol cikampek) —
961,cin cin tidak-nih kak masih jaman pengen eksis pakai ngunfolhahaha anak mana sih alay deh
962,tidak-mau ngajk sarh kx wkฯ asik gratis mau dong :d
963,benar ya kak yaudah{}hihihi iya kak;
964,ya dong hahah pintar :) sara: tidak-didengarkan kok diaz: tidak-ush d dengerin (cont)
965,at pondok safari indah —
966,giman bisa cinta kalau tidak-cintart cinta adalah kondisi dimana kebahagian orang lain adalah hal terpenting bagi diri kita
967,jorok sekali dih gila kentut kamu bau sangat ini lif #parah hahaha
968,tidur ah nanti keluar tanduk: karepmu mbel auliya kemarin abs checkup kok strong dong:d tahu badan kaya bagaimana
969,ni pin aku 23986b3b khusus cewek saja !
970,tidak-yakin
971,senang deh cikita ada yang belain - - hajar
972,bkap : kamu mah giliran dirumah saja sakit terus | da bagaimana atuh (∫_✣� )/|
973,jakarta sayang dimana dirimu sekarang say
974,yang cewek suka itu perhatian bukan kecuekan yang cewek suka itu kepedulian bukan ditingal-tingalkan
975,abdi bobogohan kanjeun apa bahasa daerah nya 'aku cinta kamu' di daerahmu #j |
976,yakin saja dulu sudah sunguh2 deh cicinya ;) semngat! iya juga sih tapi takut tidak-masuk ipa nantinya;(
977,� (with popo and mama at pekan raya jakarta (prj) —
978,gila benar [pic] —
979,penasaran game'a seru soalnya :) ★ despicable me —
980,serius tapi saya naik motor ya morning pak gowes kapan morning ☀
981,tidak-di tebet tidak-disini tetap saja sepi :-)
982,stil here laperer kfc saja murahan sedikit (at kfc terminal 2f soeta) —
983,berarti benar nih kamu punya pacar _
984,sampai z (at komplek ciparigi indah bogor) —
985,saya cukup maklum kok kata mamah saya orang gila mah bebas sebebas bebasnya ;-) cepat sembuh ya tidak
986,kota tua
987,tidak-setuju lah manusia tidak-selamanya selalu benar apalagi wanita
988,poin dari tur papua puji syukur atas kemenangan ini #persijaday
989,bahaha iya sumpah tak jelas lagi eror yah mir;p
990,kopi aceh iri ya (✣_✣)\('� ✣'� )
991,eh satu lagi med kalau nanti kultwit tidak-usah pakai cari2 kesalahan orang dulu ya pakai fakta & bukti ya biar orang-orang tidak-kena tipu :p
992,i'm at arena pekan raya jakarta (prj) (jakarta pusat dki jakarta) w/ others
993,wah parah memang tuh anak ckck wah parah duit bayarnya ngadat buat pacaran dulu eh mahar bayaranya telat jadi
994,si enak bet ye mintanya macem2 - - berasa saya sama a anak gedongan wkwkwk
995,pokoke aku kesal pakai bingits
996,okay deb tidak-apa apa ada pribadi yang sangat besar yang mengakui saya b)
997,wah pantes dipangilnya cepat :| tidak-jadi deh banyak cabe2an didpn rmhnya:( semoga tenang
998,boke eh -> weken ini cukup menghabiskan waktu di kontrakan :)
999,god morning permen ♥ selamat bertemu besok ;)
1000,cuacanya mendukung sangat buat tidur a :'(
1001,saya wkwkwk gatau deh #remajaindonesia siapa temanmu yang umurnya paling muda di kelas
1002,gmorning world hv nice day! yuk semangat paginya keluarin ☀~
1003,oke ditungu ya fris jangan php :p
1004,pernah genderuwo hijau apakah kalian pernah melihat mahluk yang menyeramkan _ mahluk apakah itu _ �
1005,keren baru bicara projek saja sudah membicarakan perijinan biar runing nya save projek loh ya ! bukan instansi atau institusi
1006,yalah sakit perut
1007,♥({}) : baru kenal sebentar tapi sudah bisa jadi sahabat ini keren loh (y) c:
1008,cewek kalau lagi marah pasti kata andelanya itu adalah 'gapapa ko'
1009,bahaya kaka kalau sekolah malam hihi :p
1010,yuk selamat menunaikan ibadah shalat maghrib sudah kalau belum sini satu shaf di belakang saya
1011,parah (�_�)
1012,hey ka favorit :d
1013,dari sononya masalo saya marah sama kamu tidak-disin pulsa abisnya saya >:o huft masih saja dikatain:(
1014,menikmati pekerjan :-p ofice pt kinetic global)
1015,ahay banyak yang berpura-pura kuat sat hati sebenarnya hancur melempar senyum dalam kepedihan kutahu itu sangat menyedihkan
1016,dirgahayu jakarta ke kota yang tidak-pernah kehilangan pesonanya kota yang menjadi mimpi dan harapan jutan orang
1017,kamu mah pedenya tapi hari deh det (�_� ) kali-kali pede memang salah y kamu kenapa si det pede bgt-
1018,cepat sembuh kaka :) sick :'(
1019,#scorpio adalah tipe pebisnis yang cerdas disiplin dan mudah bekerja sama
1020,morning ade kece :-)
1021,pengen punya suara kaya novita xfactor (�)�
1022,ncu mah susah sekarang diajak keluar pft
1023,basah semua nh baju sama keringet #gerah
1024,firasat saya akan benar kyanya!
1025,bah eh tempat ngeprint yang murah dimana ye
1026,widiw kaya rambo main nya di mes bilang saja kost seh :) bwahahaha sudah tidak-di mes
