test_ID,tweet,capital_count,exclamation_count,word_count,char_count,word_capital_count
1105,sudah alhandulilah     sudah dapat sun alhamdulilah untung mama baikâ  ,"0 ",0,14,71,0
1106,rindu kamu,"0 ",0,2,10,0
1107, tanyasimi menurut kakak seru mana main twiter atau pesbuk,"0 ",0,10,58,0
1108,asli lingau nak ngapo neh  emotxejek  astaga wong lingau pasti adik ini ngeri nian  emotxtawa  tabok,"0 ",0,17,84,0
1109,rana  dare kamu tambah parah njir ,"0 ",2,8,34,0
1110,ujian jam berapa jam kamu ada di aku ini amin  emotxsenyum  semangat sukses buat upraknya,"0 ",0,16,78,0
1111,100 70 fix darah rendah  trus gue tanya ke mas perawat  mas badan gue kan gede masa iya darahnya segitu  mas perawat nyaut  itu badan kebanyakan lemak darahnya sedikit  si anyiiiiing,"3 ",0,38,183,0
1112, emotxtawa   emotxtawa  agak lebih pintar ngegombal nya  emotxtawa  ly mah tidak gombal na cuma,"0 ",0,13,74,0
1113,masrakat nelayan di kbt merauke papua  resa dan gelisa karna lambatnya keluar surat surat  dukumen  kapal nelayan bakkan ada sampai tahunan padahal masrakat nelayan menbayar mahal sampai 20 jutaan ditanba maraknya pungutan liar,"0 ",0,37,229,0
1114,iya beb gp bikin taplus muda apa taplus biasa kamu,"0 ",0,10,50,0
1115,mantap ber,"0 ",0,2,10,0
1116,indo kalah bayar lapangan nih  emotxtawa ,"0 ",0,6,34,0
1117,liburan ke jakarta udah abis harus balik ke jepang lagi lalu manyun  aku masih bisa re schedule tiket nih masih gamau balik    reschedule tuh bayar lagi    ya gpmasih kangen rumah kangen mama papa abang  kamu    sayang uangnya bisa ditabung  dia ngambek,"13 ",0,54,262,0
1118,beda yang sudah mau benar nih hp nya zara kalau hape saya benar kita bisa skypean bisa curhat main emot line dan ah saya,"0 ",0,24,120,0
1119,duh insyalah doakan saja amin semangat  kasih yang terbaik ya  d bismilahirohmanirohim,"0 ",1,14,86,0
1120,lo belum lahir atau belom sekolah bong saya rasa atau bapak lo pki bong bandit   rampok atau sejenis yg menganggu orang banyak  pak soeharto dibilang kejam hanya oleh orang2 pki bandit rampok bong bong bongak url ,"8 ",0,42,221,0
1121,alay gila,"0 ",0,2,9,0
1122,asik buat hadiah ultah saya ya belin blitz megaplex ntart makanya belin bioskop dong dut yang anti bolong,"0 ",0,18,105,0
1123,jadi tante n the nany yang baik hari ini yuk kita kemon anak2ï ½ ï ½  pic  â  ,"0 ",0,20,78,0
1124,sinyal indosat kenapa bafuk banget ya kalo didalem rumah  emotxdatar ,"1 ",0,10,60,0
1125,ini mal kembali sepi ramenya awal bulan saja  emotxtawa ,"0 ",0,9,51,0
1126,tidur ciang cantik dulu ah  at virina s kingdom â    â  ,"0 ",0,17,56,0
1127, emotxtawa w lah kamu kenapa tiba2 nongol tidak jelas  emotxdatar ,"0 ",0,8,52,0
1128,enga malah ngeramein tl seru   ponsoh_mr  ba nget   tanyasimi kakak benci tidak sama orang yang suka nyampah ditimeline,"0 ",2,23,119,0
1129,eta artina si ronaldo hayang ngan eweuh caina  emotxtawa  al the news about my renewal with real madrid are false   cr7,"0 ",0,22,114,0
1130,benar sekali apanya v,"0 ",0,4,21,0
1131,diropang mainlah  emotxtawa  garagara alan saya ketagihan main polmal  emotxdatar   emotxtawa  seru sih,"0 ",0,13,82,0
1132,susah saja,"0 ",0,2,10,0
1133,setuju paling benci kalau lagi tidur diganguin siga iblis wae sia mah ,"0 ",1,13,70,0
1134,yampun emotenya wechat lucu benar mirip saya  emotxtawa   â  ï ½ â  ï ½ ,"0 ",0,16,67,0
1135, emotxtawa  ada saja lagi sibuk kerja saja skarang kamu blikan lagi sama si bival ye,"0 ",0,15,77,0
1136,jadi tidak sabar ngeliat akting ka evan sesat lagi istri yang dikhinati e,"0 ",0,12,73,0
1137,jadi kalau kita pernah salah  atau ngga salah tp di salahin trs punya haters  ya shanthaaay say thats life jgn ampe hiduplo jd kacau cuma gegara haters,"2 ",0,33,159,0
1138,gara2 makan tidak abis perut kosong isinya cuma angin  emotxtangis  kamu mah mana perduli  ,"0 ",1,16,81,0
1139,cerita b indo kita bagus lohâ ¹,"0 ",0,8,31,0
1140,kenapa sih kamu bajuri pengen bet bertengkar sama uwe  emotxtawa ,"0 ",0,10,58,0
1141,nunguin tambah semakin penasaran sama filmnya â   _o_ ï ½,"0 ",0,13,57,0
1142,aha benar a emotxtawa  cie,"0 ",0,4,19,0
1143,5  hmtapi koq ada yg ngganjel yach dibawah menara tegangan tinggi ini kira2 nanti dikasih pengaman apa   krn sy liat ada dibikin jln menuju menara ini      username   username   username   username   url ,"3-3 ",0,48,208,4
1144,sejak kapan saya ngfolow dia dan semenjak kapan saya di folow back ini aneh,"0 ",0,14,75,0
1145,sama2 larva adik saya yang paling tengil  emotxtawa  skripsi aman kok iya makasih ya ka  emotxtawa  amin eh skripsi aman  emotxejek ,"0 ",0,22,109,0
1146,yak aih mak sakit bana iko parui  emotxtangis ,"0 ",0,10,36,0
1147,ia benar tungu saja  d,"0 ",0,6,22,0
1148, d iya benar  emotxtawa rt benar deh kalau sudah ada kepastian bakal kuliah dimana begitu tenang deh hati tidak mirip gini,"0 ",0,20,116,0
1149,menikmati detik demi detik o emotxsenyum ,"0 ",0,7,30,0
1150,laksana kan sudah cari sudah sang martir oke dari pihak arip sudah setuju bon sikat,"0 ",0,15,83,0
1151,hidup ini takan indah tanpa kamu ada di hati ceria ini tak kan ada tanpa kamu ada di sisi kekasihku kamu bunga mimpiku,"0 ",0,23,118,0
1152,galau lepaskanlah ikatanmu dengan aku biar kamu senang bila berat melupakan aku pelan pelan saja,"0 ",0,15,96,0
1153, username  ijin min barusan kirim gosend pake gopay  dapet driver lah  dan pas deket posisi ane dia klik ambil dan kirim gopay ane kepotong  tp barang blm diambil  emotxsedih ,"0 ",0,35,165,0
1154,mobil mati baru juga hidup sudah ada yang datng lagi nanyain bis ï ½ ï ½ ,"0 ",0,16,73,0
1155,pagi ini dapet lagi mba supir tj yang selalu semangat kalo nyetir sambil dengerin lagu yang macem2 tadi dia muter lagu sayang tapi versi bahasa jepang ikut semangat liatnya  emotxsenyum   jadi mikir ye sayang banget orang yang gak mau menikmati sesuatu cuma karena perbedaan bahasa,"4 ",0,50,275,0
1156,oke fine saya suka piza hut  emotxtawa  nga w suka a indomie  emotxtawa  sudah kaya mie sedap saja,"0 ",0,19,88,0
1157,kampret yang di lantai iyalah kamu saja kampret  emotxdatar  saya saja masa curang lah setanya kamu saja si  emotxejek  idamsavi ,"0 ",0,22,111,0
1158,at pondok indah mal â  ,"0 ",0,7,23,0
1159,qu juga sudi koh  aku disable instagram karna terlalu nyampah di explore    segala anak balita diajarin buat tiktok juga  url ,"0 ",0,25,126,0
1160,selamat kepada kang emil dan kang uatas amanah dari warga jabar utk memimpin 5 tahun kedepan tdk ada yang menang dan tdk ada yg kalah  yang ada adalah warga menginginkan adanya,"6 ",0,34,182,0
1161,suit suit  d ada yang lagi nyemangatin selamat mlam juga semngat blajarny yah cantiku leli  d  ,"0 ",0,19,95,0
1162, name ,"4 ",0,3,6,1
1163,sombong mntang ï ½cantik hy gngaruh n ,"0 ",0,8,38,0
1164,ini xl curang apa gimana kuota 5gb cuma bisa dipakai jam   itu kan waktunya masih pasif  emotxdatar ,"0 ",0,18,91,0
1165,aduh sumpah ini busway gembel banget  emotxdatar ,"1 ",0,8,40,0
1166,aduh baju saya kotor padahal besok mau di cuci lagi ,"0 ",1,11,52,0
1167,yaudah kalau bisa brsok langsung wa saja baik,"0 ",0,8,45,0
1168,btw sepanjang jl jakarta bahaya banget ya  banyak jalan berlubang  apakabar nih dinas pu malang  diem diem bae kotamalang  savejalanraya  malang,"9 ",0,28,147,2
1169,ba emotxtawa    with sien agung and dewinta   pic  â  ,"0 ",1,15,55,0
1170,malam cerita seram  malamjumat,"0 ",0,5,30,0
1171,bismilah deg2an mudah2an berjodoh kalau kurang berjodoh mohon dekatkan dengan jodoh yang sebenarnya amin,"0 ",0,14,104,0
1172,sehat   semangat    at pt administrasi medika   pic  â  ,"0 ",2,16,56,0
1173,enak loh ini ceu  with at starbucks plaza indonesia   pic  â  ,"0 ",0,17,62,0
1174,kayany ada yang salah sama saya deh kok tiba jadi menjauh sih  â  ï ½ _â  ï ½ ,"0 ",0,20,78,0
1175,muka kamu ndre kaya tempenya mpo yang sudah lembel sangat tuh muka kamu pade mirip cat duko pingir jalan,"0 ",0,19,104,0
1176,selamat malam ada yang mau bareng admin tidak rencana nya mau di kategori atau  d,"0 ",0,15,81,0
1177, emotxtawa  bisa bisa touring sul mantap,"0 ",0,6,33,0
1178,sebenci itukah kamu benci gua ,"0 ",1,6,30,0
1179,orang lagi bosan malah dibuat gondog     kesal tidak tuh keselkan okgaksiph    sbr emotxsenyum ,"0 ",0,16,84,0
1180,thanx ya bos sukses buat pln gerah bos mati lampu ingin tidur siang ini  emotxsenyum ,"0 ",0,16,74,0
1181,galau kamu yang kenapa galau kenapa pin alfinarahma  tik mungkin mati,"0 ",0,12,69,0
1182,titidj oups sabar yh iya tadu berangkat home,"0 ",0,8,44,0
1183, username   username   username   username   username  kelakuan kampungan kalian itu mbok ya jangan kelewatan lah   malu2in  peak212,"1 ",0,29,134,0
1184,bukan di tingal pacarnya yang sedih tapi tingal kenanganya ini yang bikin sesak  emotxsedih ,"0 ",0,15,82,0
1185,min kenal sama k sepupu tidak namanya zabid dia asli tidak lho  emotxtawa ,"0 ",0,11,67,0
1186,mau bulan puasa angap saja haters tidak usah ditangepin sel nanti malah dosa silahkan yang berani c ke haters saya silahkan c  biar sadar,"0 ",1,24,137,0
1187,aminaminamin terimakasih banyak kakak mimir  cepat move on juga buat kamunya biar susul aku  emotxtawa  b kecupeluk,"0 ",0,19,108,0
1188,apa   eyang subur mau jadi presiden  emotxdatar ,"0 ",1,8,39,0
1189,mati lampu hampir jam tidak nyala2 yasalam  at ntantic s places  â  ,"0 ",0,15,68,0
1190,sampai toko juga dan belum dapat surat pengambilan hadiah gebyar bca semoga besok bisa karena semua persyaratan sudah di penuhi,"0 ",0,20,127,0
1191,yang lagi bosan kesal pusing tidak mod ngapa2in coba cekidot video ini   at brightstars   vid  â  ,"0 ",1,22,98,0
1192,nanda pea sangking jonesnya benar nulis pm begitu  emotxtawa ,"0 ",0,9,54,0
1193,akhirnya ada yang mau traktir saya makan skian lama tidak ada yang traktir kikikikikik,"0 ",0,13,86,0
1194,suka lucu sama  temen  yg nyindir dengan kata  udah punya pacar mah lupa sama temen  pdhal dia sndri yg ngakunya  temen  ngehubungin gua kalo lagi susah doang atau mau minjem duit,"1 ",0,38,183,0
1195,kelewat ger juga tidak baik  emotxsenyum ,"0 ",0,6,30,0
1196,kalau berita ini benar sungguh menggelikan sekaligus menjijikkan lebih parah merendahkan martabat diri bangsa dan masyarakat indonesia semoga itu hoax  username   username   username   username   url   url ,"6 ",0,41,217,0
1197,okay me baru piw me lama kan sudah tidak ada  emotxdatar ,"0 ",0,10,48,0
1198,akan ada satu hari  kau yg ikhlas di hujat  fitnah  adu domba melangkah ringan di hari perhitungan krn hukuman di terima di dunia dg semua ikhlas terima kejahatan mrk padamu dan urusan mrk  biar allah yg tangani saja,"4 ",0,44,220,0
1199,move on itu nga susah ko  cuma kadang beberapa orang males buat berusaha move on  cont ,"0 ",1,19,87,0
1200,iya pris makasih ya tidur dulu na tidur tar kamu sakit yang ada tenangin diri istirahatin mata dulu,"0 ",0,18,99,0
1201,kenapa mahal sangat  po s d mei  bigbang penlight v2  japan crownstick  price  435rb,"0 ",0,18,84,0
1202,memang bakal iyah nanti bgi rpot pas kelas tahun depan tao  emotxejek ,"0 ",0,13,61,0
1203,aku tanya   ada apa sih emangnya di bawah    udah ikut aja   ajakmu  aku mengekormu dari belakang dan ternyata mcflurry   harusnya kalo hujan gini beli yang anget  eh tapi malah ini   katamu  udah ngga apa  kan kamu tadi belinya sebelum hujan   kita saling menoleh dan tertawa,"9 ",1,65,279,0
1204,selamat pagi mega kebon jeruk pesangrahan jakarta selatan  emotxtawa    ,"0 ",0,11,65,0
1205,bukti bahwa kita mengasihi tuhan adalah jika kita mengasihi sesama kita  mengapa kita harus memiliki kasih dan mengasihi sesama kita  karena allah telah terlebih dahulu mengasihi kita,"4 ",1,30,184,0
1206,cita nya s kaka keren sangat sudah  emotxsenyum   pic  â  ,"0 ",0,13,48,0
1207,jeno kenapa ganteng banget ya  aku terpesona,"1 ",0,8,44,0
1208,siapa ka meita yang cemburu ka meita  emotxtawa ,"0 ",0,8,43,0
1209,bandung lagi okelah kalau saya sudah tidak sibuk bulan ini harus sudah seminar saya he,"0 ",0,14,86,0
1210,dan dompet pun tebal dalam sekejap  d,"0 ",0,8,37,0
1211,bukan aset pak modal presiden sby  insan indonesia yang cerdas   kompetitif adalah aset bangsa untuk menghadapi tantangan,"0 ",0,19,121,0
1212,kamu sakit apa sih kok dirawat terus,"0 ",0,7,36,0
1213,aduh  o get welsoon ul hm iya nih tidak enak badan coba  emotxsedih  mangat ul besok masih tempur  emotxkedip ,"0 ",0,22,92,0
1214,yang maha membolak balikkan hati  alhamdulillah for everything god hatiku tenang karena mengetahui bahwa apa yang ditakdirkan untukku tidak akan pernah melewatkanku  url ,"2 ",0,27,172,0
1215,ngah bosan sms terus sama kamu p ah kamu jahat  emotxsedih  kamu gasms aku sih akukan sedih sangat gito prt,"0 ",1,24,97,0
1216,soal jln jatibaru polisi tdk bs gertak gubernur emangny polisi tdk ikut pmbhasan  jgn berpolitik pengaturan wilayah hak gubernur persoalan tn abang soal turun temurun pelik perlu kesabaran  username   username   url ,"16 ",0,41,220,1
1217,sepertinya tatanan transparansi masalah anggaran di pemprof dki tertutup sejak anis menjabat sebagai gubernur setiap detik selalu ramai dng masalah  pembelian barang siluman    ahok sangat fair terhadap masalah apapun meskipun harus di penjara,"110 ",0,37,244,17
1218,nial pulang ringan one direction pyramid with calum 5sos  1 enak sekali nial yang paling atas 3  d,"0 ",0,20,98,0
1219,betul cekali jangan syedih lagi ya cayang  emotxtawa  sedih sih tapi harus cari yang jauh lebih baik oficialsilvia  ciye yang masih,"0 ",0,22,126,0
1220,lu dan psi yg tak punya manfaat     pengecut penjilat tukang fitnah ton gw punya teka teki partai partai apa yg berideologi dendam bermental jongos dan dosponsori taipan brengsek   testiq,"8 ",3,39,190,1
1221,amien rt leo keuangan  ada kejutan kejutan yang mampu mendongkrak keuangan anda agar kembali bertambah kuat lagi,"0 ",0,17,112,0
1222,gampang sangat vir liat kucing beraknya tidak bisa keluar q nangis  d,"0 ",0,12,69,0
1223,jadi eksekutor memang srba salah mau sama mau qc kalau sudah trlnjur dkrjain diangap salah sori bos saya tidak bisa mundur sudah trlnjur  emotxtawa ,"0 ",0,23,141,0
1224,selamat pagi juga wanita otak setengah waras selamat menunaikan ibadah puasa ya  emotxsenyum ,"0 ",0,14,82,0
1225,st kak jangan terlalu frontal _ rt duh induk induk cipok basah ahelah  d,"0 ",0,15,72,0
1226,oh iya dong  d kan biar pintar,"0 ",0,8,30,0
1227,ka olga aku tidak sabar ingin punya produk distro k kapan order nya,"0 ",0,12,67,0
1228,wisata pulau harapan rp 350rb org minimal orang 085781878 324f21d5,"0 ",0,8,66,0
1229,seluas2 y jagat raya masih kalah am luas y cintamu kepada ku sehangat hangatnya pagi masih lebih hangat pelukan ibumu,"0 ",0,22,117,0
1230,akhir akhir ini sering nntn 86 kok makin seru ya finally gw mikir trnyata serunya ya krna waktu proses pnangkapan berbagai kilah yg dikeluarka sama tersangk itu ya konyol2 semua k emotxtawa ,"1 ",0,32,187,0
1231,gokil bau amis semua emotxejek ,"0 ",0,6,22,0
1232,reumason wahyudi iluminasi  d kata sesat pun ada varianya  fremason iluminati sekuler zionis demokrasi fredom,"0 ",0,17,109,0
1233,materi mr roger tol  belanda  terkait dunia pernaskahan di indonesia wow keren banget ya  negara kita ternyata punya 700 bahasa  emotxtawa   seminarpanji  sastra  username   url ,"9 ",0,37,182,0
1234,makan nasi padang di senen kemudian nonton live music di taman suropati sampe malem dan ngobrol ttg semuanya sampe bisik2 ditelinga  emotxtawa  baliknya naik transj dan ngobrol lg then he walk me home literally walk and talk  sayangnya best date with cowo yg kurang tepat  emotxtawa    url ,"6 ",0,55,280,0
1235,hari terakhir kuliah disemester 6  tapi tetap bkal ketemu ama dosen  dewa  disemester 7  percuma ï ½,"0 ",2,19,100,0
1236,apalagi yang pas pw saya diganti ali jadi ayambakar1  flashback  emotxtawa  itu juga saya liat facebook foto foto kita yang di kz,"0 ",0,23,122,0
1237,keren dong nama saya  emotxtawa ,"0 ",0,5,25,0
1238,kata buat hari ini no coment karena dari awal sudah mengecewakan sekian,"0 ",0,12,71,0
1239,ada berita baik semester ini saya tidak ambil sp jadi kalian liburan dimana,"0 ",0,12,75,0
1240,indikasi bakal terjadi di akhir tahun 2018 atau pertengahan 2019 para banteng saling adu kepala  akhirnya terjengkang  terkapar dan semaput  tanpa melawan     banteng tinggal kenangan    ,"11 ",6,36,191,0
1241,cepat sembuh nenek ku  at rs jakarta medical center   pic  â  ,"0 ",0,17,62,0
1242,di kasus via vallen ini gue kadang mikir  mreka2 penikmat dangdut  koplo panturanan dan yg smisal  yg biasa disuguhi biduan2 berpenampilan seronok dan goyangan maut mereka ada di pihak mana    url ,"23 ",0,39,198,5
1243,tidak ada yang lebih boros dari pilek yang ngabisin lebih dari pack tisu isi shet dalam sehari,"0 ",0,16,94,0
1244, username  gimana ya jelasinnya  emotxtawa  ya orang yg pertama kalinya bisa bikin kita merasa degdegan  pengen mengenal lebih  terus pengen deket terus gitu biasanya pas kls 6 atau smp gitu  kalau aku   relatif sih  emotxtawa w,"3 ",0,44,218,0
1245,sabar dan tabah buat teman saya â  ,"0 ",0,9,35,0
1246,deansa nabhan siapa loau mengajak ribut teman saya rul  emotxtawa ,"0 ",0,10,63,0
1247,kalau sampe  username  di wo  sama juga kita di hianati  di kasih hati minta jantung udah di kasih kuota tiket malah rusuh tak terorganisir dan minta wo lagi kelakuan nya udh kaya saudaranya biru barat,"5 ",0,41,202,2
1248,bersama rom mate teh indah n kesayangan nur hihihi  at waroeng shake and steak  â  ,"0 ",0,19,83,0
1249,keren banget sumpah gua mau nangis sangkin kerennya gua makin sayang banget sama kalian jangan lupa streaming aroha,"3 ",0,18,115,0
1250,galau saja kamu susi cantik afgan   cinta tanpa syarat dong,"0 ",0,11,59,0
1251,aku ksh yg  ringan2  yah walo ringan  masa iya adab bcr yg mengaku partai dakwah itu spt ini  ,"2 ",0,24,96,0
1252,memberi bunga kepada orang yang nyinyirin hidupmu adalah cara yang paling membahagiakan namun pastikan bunga tersebut bersama pot nya  saat kau lempar astagfirullah,"3 ",0,28,170,0
1253,at jajanan makam pahlawan â  ,"0 ",0,7,29,0
1254,nah akhirnya  emotxtawa   d follback ya kak  emotxsenyum   mangolan  model majalah fhm masuk partai dan menjadi anggota dprd betapa bodohnya negara kita ini ,"11 ",0,28,140,3
1255,putai lama sekali  with at kedai kopi medan   pic  â  ,"0 ",0,16,54,0
1256,aman terkendali gum kamu bagaimana ta kamu ta aman kak awe erwe kakgum  emotxejek  gumilar_nf25  erte,"0 ",0,18,92,0
1257,gue lemah sama yang ke daddy an kayak lo bri lu bikin gue makin sayang tau gak kalo gini ceritanya pengen menghilang gue lah  url ,"101 ",0,28,133,21
1258,sirik tanda tak mampu min  emotxtawa rt ada saja ya yang sirik bilang lah jbid beli folowers duh penting sekali mirip begitu,"0 ",0,21,117,0
1259,mual pusing akibat tensi  emotxsedih ,"0 ",0,6,27,0
1260,bagus mlh cari pacar seorang chef  remajaindonesia  cewek  apa pendapatmu tentang cowok yang jago masak,"0 ",0,18,103,0
1261,sialan  kasihan amat sudah bulukan jamuran dong kaya kamu  emotxtawa   emotxejek  bukan basi lagi sudah buluk malah,"0 ",1,19,99,0
1262,ayo ci ayo ah mencret kamu mah main yuk ci liburan pakai sakit segala deh ah j,"0 ",0,17,78,0
1263,pantesan ada notif di fb hari ini 4 thn yg lalu video ini bikin gw makin yakin jatuh cinta pada pandangan pertama sama doi an awal adekgemas fever melanda,"2 ",0,30,155,1
1264,iye cowok kece ya enak tapi nama panjangnya tidak enak sapa yang gasirik sama cowok keceâ  â º sirik saja eh,"0 ",0,22,108,0
1265,langsung parkour cewek kalau sudah kesal itu bisa langsung salto begitu ya,"0 ",0,12,74,0
1266,menjaga kelestarian hati ke arah yang lebih baik,"0 ",0,8,48,0
1267,input absen mahasiswa ga pernah balance  kesel sendiri kepala  mata nyut nyutan karen harus super teliti dan gw kudu ngulang2 lagi gara2 ga balance itu,"2 ",0,27,152,0
1268,malu nyebutinya yang penting anuku ï ½ ï ½î   gratis kalau,"0 ",0,11,58,0
1269,otak saya mah ingetanya hebat  emotxtawa ,"0 ",0,6,34,0
1270,sepi malah sepi bangat ramai sudah kaya pasar ,"0 ",1,9,46,0
1271,omeza maunya sama sayang kgndipangilsygcoba ï ½â  ï ½ ï ½ ï ½,"0 ",0,12,61,0
1272,jenis orang yang bikin males dari awal ketemu adalah yang seneng banget nyombongin diri sendiri ya mungkin sebenarnya karena dia nggak pede ya  jadi butuh pengakuan tapi males banget nggak sih ngobrol sama orang kek gini  meski pun dia cantik ganteng banget ,"3 ",0,46,260,0
1273,najis luh  emotxtawa  machi gucita   jangan galau nyit saya kan selalu di samping elu  ï ½â  ï ½   emotxtawa w nt,"0 ",0,22,99,0
1274,memang lha lama nanti taun piala dunia kapan sih,"0 ",0,9,48,0
1275,buset sudah tambah tua narsisny tambah parah ya hib  emotxtawa  btw lw d mistubishi y sekarang,"0 ",0,16,91,0
1276,sayang arumi besok2 hati2 ya arumi  ,"0 ",0,7,36,0
1277,lucu kali ya saya begitu,"0 ",0,5,25,0
1278,â º â   sempurna by andra and the backbone  at shafira s crib  â  ,"0 ",0,21,66,0
1279,senang jim  emotxtawa   with feny and je   pic  â  ,"0 ",0,15,46,0
1280,alay kamu mas new ava sama anak tonga  emotxtawa ,"0 ",0,9,42,0
1281,setuju siswa senang sama bel istirahat bel pulang dan liburan,"0 ",0,10,62,0
1282,sama sama sayang yang pling disyng amin terima kasih yanksa  d semangat semangat yang mau cepat lulus  ,"0 ",0,19,103,0
1283,ini kakinya diapain sih harusnya ya ampun sakit banget nyeri orang rumah udah pada jengah kali ya  aku aduh aduh mulu gara2 serangan mendadak di kaki,"0 ",0,27,150,0
1284,wozniacki out  daria kasatkina ini lhomainnya gendeng  super kencang   nampar2 hebatgoodluck   rolandgarros18  url ,"7 ",2,23,124,0
1285,c username   username  ko  username  mingkem hanya dalam 2 minggu 2 bupati pdip kena otkpk  semakin juara korupsi      url ,"34 ",3,33,127,6
1286,belin saya makanan bosan mau belajar juga malas jadi mau ngapain donk,"0 ",0,12,69,0
1287,baca tl ust tg surat al kahfi bikin mesem2 jadi semangat lagi â º  cahaya,"0 ",0,16,73,0
1288,yaelah mau cuci muka jadi tidak berani ni gara2 antu,"0 ",0,9,52,0
1289,iya itu orang gatau kemana le belagu benar a emotxtawa  alhamdulilah sehat nanti pulang kesini bawain kemplang ya le  emotxejek ,"0 ",0,20,112,0
1290,sinih papah dije kemana sebal kenapa sayang sini tak peluk pacar kmana si pacar kalau lagi beteh begini,"0 ",0,18,103,0
1291,ea ramai sudah,"0 ",0,3,14,0
1292,pria kalau jahat punya istri cantik di rumah pun dia masih pergi cari lain tapi kalau pria baik istri biasa biasa pun dia sayang sampai mati semoga kelak akupun juga mendapatkan lelaki yg cintanya sama cintanya ayahku ke ibuku trimksh ayah  tlah memilih ibu mnjdi istrimu,"4 ",0,50,273,0
1293,kenyatan itu pahit kenyatan itu sangat lah pahit,"0 ",0,8,48,0
1294,yop pantas jodoh tidak dateng dateng orang masih di tangan tuhan mending lepasin kasih gps biar tidak nyasar,"0 ",0,15,108,0
1295,hepi besdey pappa allello condropramonozld panjang umur sehat sentosa banyak rejeki makin soleh amin ya rab pappa33yearsold   pemalang  url ,"9 ",0,24,145,0
1296,sakit sih apalagi kalau foto sama cowok terus ketemuan mungkin dobel sakitnya,"0 ",0,12,77,0
1297,dan tahu kah kamu sat ayah melihatmu duduk di pelaminan bersama seorang yang di angapnya pantas ayahpunâ   â  ,"0 ",0,22,110,0
1298,demi apa ko mirip sangat itu benar adenya ijal te x_x bukan ridwan,"0 ",0,13,66,0
1299, emotxtawa  aok jek deng lh jek tngl lh gwe t sabar ok agk banyak gwe yik kapan ikak pulang,"0 ",0,19,84,0
1300,kok jadi g enak badan gini sih t t  ,"0 ",0,10,36,0
1301,mainya kasar sih  emotxtawa rt saya di usir sama dian fitri fadila,"0 ",0,11,59,0
1302,mantap bang  d ayo bang ayo eh wkaka,"0 ",0,9,36,0
1303,menyembuhkan sakit tidak mesti pake obat ya kek gini  lagi flu bersin demam order es krim tengah malam kalo anak kampus bilang ini sih bm terpenuhi,"3 ",0,28,148,1
1304,umi kenapa ini sayang alah lagi mgetes kesabaran umi gp ko  semoga alah ampuni dia kasihan dia sahabat umi,"0 ",0,20,106,0
1305,bisa jadi     apan lagi lemas letoy dhopras_53_93  l nya kurang tuh  emotxejek  loyo lapar lelah le,"0 ",0,20,90,0
1306,lambaikan tangan dong tidak kuat yalah tidak kuat   emotxsenyum  ,"0 ",0,11,54,0
1307,jahat mang saya ngapain kamu jahat deh bep    tidak bagus kamu tidak apa apa bagus emotxejek ,"0 ",0,16,84,0
1308,ciyebgt sih kamu  3  emotxtawa  buat kaka mah gratis deh  emotxtawa  tidak bayar kan  emotxtawa  silahkankak  emotxtawa ,"0 ",0,16,92,0
1309,rasanya masih ingin merasakan tidur panjang lagi x_x,"0 ",0,8,52,0
1310,pjlnkereta api jkt jogja dst jg byk yg lbh indah  spt mlht lukisan sungai yg besar dn bersih  gunung2 dn sawah alam asia tenggara mmg memiliki culture yg mirip  url ,"7 ",0,35,173,0
1311,ramai sangat mega bekasi hypermal w  others ,"0 ",0,8,44,0
1312,bagus sekali pelemnya sar menyesal sudah kalau tidak nonton  emotxsenyum  iya aplagi yang mainya wil smith sma jaden smith ah sudah pasti bagus,"0 ",0,23,132,0
1313,kurang ajar ya kamu ade saya masih kecil tidak seharusnya kamu bicara kaya begitu ke dia sampai dia nangis  kamu jahat bay    ,"0 ",1,24,126,0
1314,malam juga cetar  emotxsenyum  malam bang kece  ,"0 ",1,9,37,0
1315, emotxtawa  iya sudah gp sehat,"0 ",0,5,23,0
1316,woy sombong sangat lu ,"0 ",1,5,22,0
1317,oiya   benar wae   valent jadi palen xd nya,"0 ",0,10,43,0
1318,apalagi cah kurang  d asrutm  tidak tahu juga asrutm,"0 ",0,10,52,0
1319,mauin  tidak mau ah  emotxejek  ketawain elu 2nya raul  sakit raulramdanu  kan kalau saya,"0 ",2,17,80,0
1320,abg jaman sekarang belom belom sudah pakai cincin couple mangil ayah bunda tapi kalau testpack positif  stres,"0 ",0,16,109,0
1321,masih pagi saja adam sudah liat postingan galau  yang aku butuhin bukan jaket tapi hangat sentuhan cintamu  tsahï ½,"0 ",0,19,115,0
1322,makasih ema  emotxsenyum  bantu doa  emotxsenyum  devirohma  terobsesi banged nih buat nikah muda  d,"0 ",0,17,79,0
1323,hem hem emotxdatar   libra pribadi yang akan selalu sangat terampil mengoda,"0 ",0,11,66,0
1324,emap  ï ½ ï ½ ï ½ ï ½   et bacot  iya bawel amat kamu sudah kaya emak2 kebon   ï ½ ï ½ ï ½ ï ½   kivodewo ,"0 ",2,29,106,0
1325,iya kaka makasih juga ya  tidak sia2 saya ngajarin kalian amin  semangat ya buat kita semua muach  ,"0 ",1,19,99,0
1326,ampe 60an tidak prediksi aku kemarin salah ternyata mel naik sih mal tapi tetap saja masih  ,"0 ",0,16,92,0
