id,sentimen,tweet,capital_count,exclamation_count,word_count,char_count,word_capital_count
822,0," username jadi dia itu terlahir dengan wajah yang agak kurang enak dilihat begitu loh susah jelasinnya emotxsedih terus dia kalau ke sekolah suka pakai helm karena diledekin sama seantero sekolah tapi keluarganya itu sayang banget sama dia pokoknya mengharukan ",4,0,48,255,0
823,0," username namanya juga kerja a emotxdatar harus profesional kalau tidak profesional mau makan apa neng cinta tidak kenyang neng lebih suka makan daging apalagi yang bakarnya a ",3,1,33,167,0
824,1,"panjang umur murah rezeki dengan silaturrahmi bukbermendesa username username username username username username url ",3,0,31,134,0
825,1,"bagaimana bunda tidak sayang kamu nak kalau kamu semanis ini emotxsenyum nanti muncul di mimpi bunda iya bunda seneng dipanggil sama kamu dan cerita cerita sama kamu nak url ",1,0,33,160,0
826,1,"lanjut di panoramacantik bareng lia sobat cantik kamu termasuk cewek yang kalau keluar rumah suka pakai sunscreen atau yang tidak acuh saja iya paling cuma pakai jaket saja yah karena kita kan memang harus melindungi kulit tubuh dari paparan sinar matahari biar tidak kusam ",7,0,48,270,0
827,1,"selamat hari buku i want to write ",0,0,9,35,0
828,1,"kamu memang dingin tapi kamu perhatian kamu keras denganmu aku diajarkan caranya jadi wanita yang tidak manja tetap tangguh ah sayang emotxsenyum ",6,0,29,142,0
829,0,"terus satu lagi bunda anak asuhnya aku satu lagi hiperaktif jadi suka hilang hilang begitu iya namanya anak maklum tapi capek juga nggk sempat ngerjain kerjaan lainnya kalau harus nungguin anak yang satu ini help me ",6,0,40,207,0
830,0,"sialan kalau bicara yah minta saya cakin kaya tadu siang ini yah minta sangat kan ini sijamblang ",0,2,19,98,0
831,1,"namanya juga sudah sayang mau disakitin kaya bagaimana juga tetep saja maafin ",1,0,17,78,0
832,0," username sejak dulu kala tidak pernah minat dengan acara-acara sejenis ini acara Cuma tertawa tidak mencerdaskan buang-buang waktu tidak manfaat kok tidak malu iya bikin acara seperti gituan url ",3,0,38,178,0
833,0,"terakhir pea emotxdatar kamu lagi pilih duluan salah ege ingin kedepak dari biar ke 104 emotxdatar emotxtawa harapangi ",0,0,16,100,0
834,0,"miror mblo emotxdatar sabar yeh ember ini mblo az emotxdatar suram luh tidak nape-nape mbl ",0,0,13,68,0
835,0,"ini kalau kita yang pose dengan atribut demikian bakal di laknat se indonesia di kata komunis liberal antek aseng c username ",26,0,22,125,4
836,0,"anak setan sudah tidur tngal saya yang tidur ",0,1,9,45,0
837,0," username kasihan itu pks sudah ngemis ngemis sodorin nama nama cawapres kalau tidak di pilih apalagi kalau menit menit terakhir pilih cawapresnya tamat cawapres pks pilihannye ",31,0,32,189,4
838,1,"oh begitu bagus lah kalau begitu ",0,0,6,32,0
839,1,"sesibuk apapun jika kamu memang penting untuknya ia akan memberimu kabar walau tengah malam pun iya akan menyampaikan kalimat yang sedikit membuatmu lega ",1,0,25,153,0
840,1,"selamat makan karnivora with at pic â ",0,0,10,42,0
841,0," username nyampe kampus mau daftar ujian aika ternyata tidak bawa persyaratan sertif dan tidak bisa daftar oke langsung ke bang buat bayaran nyampe bang 14 46 pak satuan pengamanan bilang maaf mbak sudah tutup asdfgjkl ",1,0,41,204,0
842,0," username min pengajuan reksa dana saya di setujui tanggal 28 05 kok tidak dapat voucher gift card cek email pun tidak ada url ",2,0,28,121,0
843,1,"selamat menunaikan ibadah sholat subuh bp presiden dan bp dipo semoga hari lebih baik dari hari kemarin t ",0,0,18,105,0
844,1,"setelah itu kamu marah pada papa dan masuk kekamar sambil membanting pintu dan yang datang mengetuk pintu dan membujukmu agar tidak marah adalah mama ",2,0,27,152,0
845,0,"terima tidak sih kalau ibu kamu disakitin ayah kamu nah makanya jangan menyakiti cewek ",0,0,13,89,0
846,1,"aduhganteng banget tapi tanpa celana merahmu kok jadinya bagaimana begitu man of steel pic â https t co ziiowrxeyr ",6,0,23,129,0
847,0,"satu jam yang sia sia itu akhirnya bikin aku berkaca sm diri sendiri berapa banyak waktu orang lain yang sudah aku sia siakan ketika aku tidak tepat waktu memenuhi janji dengan orang lain ",2,0,33,184,0
848,1,"modal emotxtawa emotxtawa bareng saja bisa jatuh cinta nyaman bisa datang dari hal yang sereceh itu emotxsenyum ",2,0,19,93,0
849,0,"buya itu gede susah sekali buat di peluk berbanding terbalik sama yang kasih di ",0,0,15,79,0
850,0,"tapi bahaya juga sih cal kalau begitu amit-amit karena kepolosan si ibu sieun kan disuruh motong hayam bahkan motong sapi goreng bala bala ge teu bisa ",4,0,26,142,0
851,1," username puisimalam apapun alasannya hanya tuhan yang tahu semoga kelak akan menerima balasan atas perbuatan nya masing-masing kita hanya bisa mendoakan supaya tidak terjadi lagi amin tertanda admin sore ",8,0,36,207,1
852,1,"ini sudah adem beyb emotxtawa ",0,0,5,24,0
853,1,"kenapa rcti filmnya bagus jadi tidak tidur tidur emotxdatar ",1,0,9,52,0
854,0,"tapi dibrosurnya itu mengugah selera mbak 3 izi piza kan tidak enak ",0,0,10,66,0
855,1,"cuma username yang mengerti cara nanganin aku kalau aku ut ngamuk-ngamuk sayang sama aku tanpa nyuruh aku buat berubah jadi orang lain sabar pengertian orang yang selalu maju paling depan kalau ada yang macem-macemin aku ",1,0,41,208,0
856,0,"galau bingung mau ngpain tapi malas mau sedang apa ",0,0,10,50,0
857,0,"itu tahan sakit saja bisa b ",0,0,7,29,0
858,1,"setelah pertandingan pak seno yang biasanya keras dan tidak acuh memyambut kami dengan hangat kalian bertanding dengan hebat ini pertama kalinya tim provinsi kita berada di babak ini pak bangga dengan kalian ",5,0,38,208,0
859,0,"merasa bodoh ketika tahu sesuatu dan tidak boleh di bicarakan ke orang lain nah kelalaian bahkan sebaliknya jadi bahkan merubah siklus dan alur waktu yang seharusnya itu terjadi ",1,0,30,175,0
860,0,"kan umaw mirip emotxtawa protes salah tidak protes pun salah emotxdatar ",0,1,10,63,0
861,1,"oke mau cerita banyak euh jadi tadi barusan banget habis nonton film lima gratis aku lupa sponsornya siapa perempuan gerakan apa begitu kebetulan temenku punya 150 tiket gratis yang dibagiin di kota bandung wey keren kan iya temenku ",10,0,46,236,0
862,1," username apaeh sengajanya tu sayang sudah baca b ku sayang sudah take note already baby love you unconditionally baby cinta b right and treat my king welarasso kissini muah ",11,1,40,190,1
863,1,"untuk beberapa waktu biarlah kita bekerja sebagai bawahan kelak kita bangun usaha sendiri jadi pengelolanya sendiri jadi bosnya sendiri jadi petani yang selalu bangga dengan usaha sendiri nonelse ",1,0,34,201,0
864,0,"bikin status di sosmed cm ngejelekin pacarna cewek macam apa itu giliran di beri hadiah di ajak jalan kga di bikin status muntahin ajan ",2,0,26,144,0
865,0,"sekali emotxtawa pakai sangat rtbngt ngelupain mantan itu memang susah apalagi mantan kesayangan ",0,0,16,94,0
866,1,"saking asiknya test organo tidak sadar pabrik sudah sepi dan kekunci di dalem untung saja masih ada sinyal buat ngabarin orang kantor sudah begitu saja ",0,0,26,145,0
867,1,"enaknya makan yang manis manis ",0,0,5,30,0
868,0," username iya beda bodoh via vallen memang dulu doyan goyang seronok tapi skg better lah dia jauh dari kata seronok mencoba ngubah image penyanyi dangdut pada umumnya dia juga jauh dari sensasi-sensasi yang negatif kayak kawin cerai main film syur dulu ",4,0,45,237,0
869,0,"sudah sob tapi nanti senin disuruh balik sudah pulang masih pusing sedikit tapi bodolah ",0,0,14,88,0
870,0,"suka kesel sama fans yang sok sokan mengatur sok sokan yang paling tahu segala galanya hai kamu ibu negara bukan cenayang bukan sudah lebih baik diam biarkan dunia ini bersih dari segala macam bacotmu ",3,0,35,204,0
871,0," username lah koalisinya pasti keok siapapun pasangan ahy pasti keok mimpin batalion saja tidak pernah sekarang mau mimpin ri hai pada berpikirlah yang waras ",14,5,42,184,3
872,0,"satu hal yang terburuk dalam hidupku adalah ketika aku tak langsung mengerjakan masalah yang seharusnya aku kerjakan sering aku lakukan padahal jam dinding sudah terus berpindah tunda tunda tunda tunda sampai kamu menua tunda laporan ",47,0,39,236,9
873,1,"sebuah aksi spektakuler timnas indonesia mampu mengimbangi timnas belanda di babak pertama di goodjob garuda aku pendukungmu ",3,0,19,126,1
874,0," username username username username username username username username begini lho mas amalan nu misal tahlilan ziara kubur yasinan di bilang bid ah sesat sama kawan kawan terus di jawab kadang sampai dilawan balik disk ",5,0,56,238,1
875,0,"ah payah deh emotxtawa sudah lupus sudah led nomor hope a emotxtawa ",0,0,11,55,0
876,1,"wah keren iya ada dimana yang mirip begitu di pakai baju koko sarung lebih keren di liaitukalia pakaianya diganti jadi ",0,0,23,118,0
877,1," username wel prince charles bilang waktu george pertama kali lahir dia seneng banget dan berusaha menjadi kakek yang baik soalnya dulu ngerasa kurang ngejaga william beliau juga sering ngajak george buat menanam bareng begitu pokoknya sayang banget di ",0,0,43,252,0
878,1,"bucin loving with my whole heart cemburuan ba emotxtawa suka protes ngambekan sukanya peluk peluk sama cium cium xoxo kangenan banget lagi chat saja masih kangen url ",13,0,38,173,2
879,0,"siang tadi merasa bodoh ingin ke sebuah cafe yang mana tempatnya sehari hari saya lewatin kalau mau pulang sore pun begitu ingin ke museum macan kirain mah jauh selemparan kolor dari kantor dan kostan pacar emotxtawa ku merasa dodong ",1,0,42,233,0
880,1,"acuhkan saja orang yang berkomentar seperti itu team t adalah team penuh dengan member yang bakal memberikan sinar kedepan buat jeikeitei mereka itu kuat tangguh dan penuh warna percaya kelak team t akan berkembang jika bersama sama support antar anggota team kompak username ",4,1,50,274,2
881,1,"sayang banget sama sm iya habisnya bisa nemu jaemin coba kalau dulu jaemin tidak di rekrut mungkin aku tidak bisa menikmati senyumnya yang indah cia ",13,0,29,155,2
882,1," emotxtawa oke sep ",0,0,3,16,0
883,1,"alhamdulilah nasi uduk memang menu sarapan yang mantap ",1,0,9,53,0
884,0,"pelit amad bir sudah sesama teman jam perak emotxtawa ",0,0,9,50,0
885,0," username username username username username hai mbak mulut bau dikantorku ada office boy bahasa inggrisnya mantapbanget terus kenapa rupanya yang diperlukan adalah inovasi dan kemampuan bekerja bukan bahasa ",6,3,52,238,0
886,0,"kenapa perhelatan asian games yang akan digelar agustus 2018 nanti kurang menggema karena para netizen sedang khusuk main tagar politik sukseskanasiangames-sukseskanasiangames018 ",18,0,26,163,1
887,0,"iya saya sadar saya tidak dibutuhkan saya sadar kemana saya harus pergi tapi kenapa setiap saya pergi selalu dicari apakah saya hanya diperlukan pada saat dibutuhkan saja ",4,0,32,175,0
888,0,"hati-hati geb jakarta keras ï ½â ï ½ ï ½ tas didpn ye okrt digempet orang terus dibis ",0,0,17,85,0
889,1,"cinta pada negeri yang membuat para pemuda mengobankan dirinya untuk bertempur mati matian di medan perang dan cinta pada bangsa pula yang membuat mereka bersedia melepaskan senjata dan menghentikan pertempuran ",2,0,32,212,0
890,0,"kamu norak tbtb jadian kamu norak sangat keponya cici norak sekali sudah masang nama cowok di bio opi kapan he ",0,1,21,108,0
891,1,"amin mokasih iya enak emotxsenyum selamat ulang tahun da ade sukses selalu di ",1,0,15,67,1
892,1,"oke terima kasih der infonya emotxsenyum tadu brusn diselengrakn pokoknya luarbiasa cont ",0,0,14,76,0
893,1,"yang paling ditunggu selama ini iya bukber sd smp teman yang benar benar seru benar benar asik dan benar benar yang lain sma tidak se greget itu kecuali anak pasti emotxtawa finya secepat kilat dan nomor bacod mandiri kalau ikut iya bilang tidak iya bilang bnr bnr oke ",13,0,52,257,4
894,0,"leher kecengklak itu tidak enak yah ï ½ ",0,0,6,39,0
895,0,"dari minggu kemarin menyebalkan eh hri ini lagi ada tambahan janjian jam 10 eh lah kok bahkan jek antri nang bri iki piye to ku kesel deeh ",5,0,28,141,1
896,1,"enak sekali apalagi belin w baksonya di makan bakso yang pedas sangat enak kali iya ",0,0,16,82,0
897,1,"hapy bday adik ku sayang pelita jaya bogor ",0,0,10,45,0
898,0,"betul bersihkan pak kejadian-kejadian yang bikin para bong nyinyir habis-habisan gub indonesia kita ehujung-ehujungnya kerjaan gub sebelumnya usut tuntas url ",6,0,25,146,0
899,0,"life style perubahan gaya hidup pola makan utamanya yang santai dijalani membunuh tanpa disadari konyolnya mayoritas tidak peduli nanti kalau sakit desperate nyalahin genetik atau faktor x url ",5,0,34,196,1
900,1,"seru yah film man of steel hihi ð ",0,0,8,35,0
901,1,"kecerian bersama teman teman baru itu sangat mengasikkan keluargabaru salam mengayuh sepeda username url republiksepeda mtb_indo bikestable username gowesnusantara gowes_holic ",12,0,28,177,1
902,1,"nasip w dan adek w hampir sama kita sama-sama tidak niat daftar poltekkes hampir mau pergi pas mau tes ngasal isi jawaban gada harapan mau masuk situ ujung-ujungnya keterima emotxsenyum cmn saya jurusan kesehatan lingkungan dia kebidanan ",3,0,46,225,0
903,1,"ayo kita siap-siap untuk berihtikaf di malam sepertiga terakhir mudah-mudahan kita mndpt malam 1000 bulan karena tahun depan belum tentu ketemu lagi dengan bulan yang penuh maghfiroh url ",10,0,32,172,1
904,0,"bah emak-emak saya bukan milf tapi siap-siap saja kalau dapat yang jelek di emotxtawa ",0,0,16,75,0
905,0,"jangan sengaja menghilang jika hanya sekedar ingin dicari satu hal yang perlu kamu ketahui bahwa yang hilang tak selalu dicari tapi juga bisa diganti ",1,0,26,150,0
906,0,"jebakan betmen apa jebakan tai kucing ups terjebak arindra ini emotxtawa sialan salah bicara ",0,0,14,87,0
907,0,"mon maap bukan mau jadi party pooper Cuma itu fakultas disebrang jalan rektorat masi banyak yang nafas hti tulung diciduk dulu bu tengs url ",3,0,31,145,1
908,1,"baru selesai operasi alhamdulilah lancar rs mitra keluarga kelapa gading w others ",0,0,13,83,0
909,0,"rt username kebesaran seseorang tercermin dari kemampuannya mengabaikan perasaan perasaan yan tidak penting seperti perasaan hampa dan marah berlebihan ",3,0,22,155,1
910,0,"lagi ramai sexual harassment gara-gara via vallen dan banyak profesional dan kontra atas yang dilakukan via yang kontra mungkin harus nonton 13 reason why sih itu dimana ut cerita kmn-kmn mnta pertolongan tapi org-org nganggep hal tersebut sepele telek ",5,0,45,222,0
911,0,"pln kusut pakai mati lampu pula at keyzak castle â http t co hesprzpigp ",9,0,16,78,1
912,1,"hm si cantik punya twiter iya emotxtawa ",0,0,7,35,0
913,1,"my baby username baik baik baik baik baik anak mamih yang cantik jangan iaaojam engkau tinggalkan mamih iya sayang mamih bisa kering tanpamu love you rien ku sayang ",6,0,30,171,0
914,0,"dear username mengenai kejadian ini saya mohon kai untuk mengambil tindakan tegas saya selalu menggunakan jasa kakak hampir tiap bulan gambir semarang semarang gambir memohin dengan sangat sebaiknya bapak-bapak ini menunggu dibawah dan ijin kan penumpang yang turun dulu 1 url ",9,0,48,278,2
915,1,"rt dominikuswira gila fast and furious 6 keren habis ",5,0,15,61,1
916,1,"have a nice day pagi to rt selamat pagi emotxsenyum ",0,1,12,42,0
917,1,"apa itu cinta cinta adalah ali ketika dia berbaring tidur menggantikan rasulullah saw di kasur nabi padahal dia tahu bahwa sekelompok orang telah berkumpul untuk membunuh rasulullah saw dia juga tahu bahwa dia mungkin saja tewas di kasur yang sama ",9,2,49,260,0
918,1," username rambut aku kering ngembang dan ikal naturally terus makin parah karena tiap hari banget pakai hair dryer jadi kasian saja ingin di treatment akhirnya keratin karena dia hasilnya bikin tekstur rambut bagus dan rapih ",4,0,42,229,0
919,0," username username username saya tidak butuh jawaban yang template kak ini orang username mana iya kok tidak ada jwab saya ut order dari tanggal 28 mei lho dan sampai sekarang blom sampai brgnya ",2,0,42,182,0
920,1,"kepada jamaah masjid al kautsar dikarenakan nasi tumpeng ayam matang sebelum waktunya maka dengan ini pengajian tafsir masjid al kautsar di ajukan hari ini aya aya wae ramadhan berkah ",10,0,34,190,0
921,1,"kece semua ï ½ ï ½ ï ½ ï ½ ",0,0,5,25,0
922,0,"tahu dia di rs ku ucap lekas sehat mas ngomong-ngomong ku canggung chat sama laki laki yang lebih tua 10 hari setelah itu dapat kabar kalau si mas masuk iccu ku agak kaget tahu kabar beritanya yang mendadak drop begitu ",6,0,44,205,1
923,1,"tft temans temans seru emotxtawa ",0,0,5,27,0
924,0,"web permata krg profesional ada program cashback iorb token pln waktu di klik informasi masuknya ke program paket kuota data piye iki ",2,0,27,133,0
925,0," emotxtawa kalau di pikir-pikir sedih juga palsu semua b emotxtawa ke ",0,0,9,54,0
926,0,"sudah biasa tiap malam di cuekin kaya begini mah emotxsenyum ",0,0,11,49,0
927,1," mobilelegendsbangbangid main di brawl langsung saja chang e memimpin top kildengan mvp sekaligus memang ini hero ggwp hero baru di normal server ini top lah lebih top soalnya hero mage adalah role kesukaan saya selain hero tang sukanya di skil-skil nya itu loh buflagi deh url ",33,0,56,286,5
928,1,"hari yang sangat menyenangkan ",0,0,9,35,0
929,1,"tft nur indah emotxtawa menyenangkan emotxjempol di ",0,0,10,40,0
930,1,"ingin cerita dari kemarin tidak sempat beberapa hari yang lalu tarawih di masjid tidak konsen banget posisi lagi sial bagaimana tidak posisi solat di shaf depan ada mas-mas pakai sarung terus sarung nya nyeplak pantatnya pas banget ketat sialan pen tertawa tapi lagi solat syit ",5,0,53,268,0
931,0,"jadi lokasinya tepat di tengah segara anakan yang tertutup mangrove kalau siang sekolahnya kerendem air laut yang naik jadi anak anak sekolah biasanya pulang copot sepatu mereka miris ngeliatnya sekaligus nampar diri saya pribadi url ",2,0,40,237,0
932,1," emotxtawa semangat sudah cepat wisuda ",0,0,5,34,0
933,0," username username maksud pks cara orang muslim yang meninggal tidak perlu di shalattin karena beda politik apa ini cara islam berpolitik apa baginda nabi mengajarkan seperti ini masih pantaskah pks di sebut partai dakwah ",165,0,57,246,32
934,0,"giliran sudah dekat rumah bahkan macet begini â ¹ ",0,0,8,46,0
935,0,"kamu itu suka munafik padahal sering lihat aktivitas aku mirip bagaimana tapi tidak pernah mau nyapa duluan emotxsedih ",0,0,18,106,0
936,0,"itu pesan masuknya sudah sexual harrasement sih dan itu sesuatu yang tidak bisa dibilang biasa saja di budaya yang paham patriarki nya tinggi memang hal itu kelihatan tidak penting tapi coba yang diperlakukan begitu saudari kalian teman atau pacar tetap semangat gita via ",3,0,51,272,0
937,0,"oalah itu pacar kamu kirain tante kamu tua begitu tampangnya ",0,0,12,63,0
938,1,"membuat kita dapat secara tidak langsung menyatakan suatu perasaan yang dalam kepada seseorang memang cinta yang teramat sayang akan memberikan kenyamanan dan ketenangan hati url ",2,0,29,182,0
939,1,"terima kasih di ini orang a ada tidak teman kamu yang puitis sekali ",0,0,15,70,0
940,1,"11 awal pertemuan sama si mantan itu pas wgl pertamanya tidak mau lanjut aku sudah bikin tweetnya bilang makasi dltapi kayaknya dia tidak mengerti jadinya dia nempel terus ke aku ya sudah deh akunya juga jadi suka terus jadian ",1,0,42,221,0
941,1,"senyum adalah media paling murah dalam membangun suatu hubungan kintamani photography savana vsco balicili balitrip baligasm bali travelling kintamani bali indonesia url ",4,0,37,185,0
942,0,"apa baru nyadar warga aceh biasanya klu st kena pada dirisendiri salah satu pejabat yang membuat aturan biasanya kabur duluan korbannya rakyat jelata dipakai sebagai kelinci percobaan dulu cui kasihan deh kamu ",4,1,43,223,0
943,0,"beberapa orang menepatkan dirinya di belakangmu selangkah bukan berarti dia kalah hanya saja mungkin dia menyukai posisi itu iya dia suka di belakangmu dan kamu terus menatap ke depan tanpa tahu cinta ada di belakangmu ",1,0,40,217,0
944,0,"lhahkok gtu mau dpet duitnya tapi tidak ngerjain kerjanya orang lama pc situ kah tidak enak ketua pc nya mentang-mentang kamu baru digituin iya sabar-sabar ra senyumin saja ",0,0,34,157,0
945,1,"dan akhirnya saat papa melihatmu duduk dipanggung pelaminan bersama seorang lelaku yang dianggap pantas menggantikannya papa lun tersenyum bahagia ",2,0,22,151,0
946,1,"selamat sore dunia â ï ½â ï ½â ",0,0,8,38,0
947,1,"countdown to libur lebaran kayaknya w mesti unduh banyak drama kan sudah lebaran yakaan tidak puasa yakaan tidak apa-apa kan nonton adegan menggemaskan drama korya yakaan ",2,0,28,153,0
948,0,"parah banget ini macet nya sumpah emotxsedih at tol dalam kota http t co achldmjgha ",6,0,19,82,0
949,0," username username kaya begini mau nyaleg sudah dapat korupsi berapa m masih kurang jadi inget sama yang nyolong ampli mushola sebanding tidak harga ampli sama yang di korupsi taufik kalau mencuri ampli yang harganya tidak seberapa di bakar hid ",20,0,52,247,4
950,1,"puncak spiritual seseorang adalah ketika orang tersebut diberi perasaan malu dihadapan allah swt orang yang beruntung adalah orang yang tahu ukurannya sendiri balikpapan url ",9,0,29,179,1
951,1,"tuli pandai mendengar ",0,0,3,21,0
952,0,"kalau belum bisa cari _ sendiri jangan sok deh ",0,0,9,46,0
953,1,"nemuin bacaan yang bikin tertawa di setiap paragrafnya aduh suka banget saya sama penulisnya ",1,3,18,92,0
954,1,"paling seneng kalau berobat di bandung sama konsulen bisa sharing becanda lah kalau di bali melihat konsulen cuma bisa nunduk sambil senyum kecut ",0,0,26,146,0
955,0,"lagi puasa tapi dari pagi sudah kesana kemari mmbawa alamat eh ayuting-ayuting kaleenggk ding ini kenapa siang-siang tetangga sbelah goreng telur yah kan baunya smpe idung saya emotxtangis s piye sih mbak ",2,0,37,185,0
956,0,"iya dong ah serius tidak biasa sangat di di man engak masa rtnursapitri becek dimana mana becek emotxdatar ",0,1,20,101,0
957,0,"pembimbing itu rupa rupa macamnya ini pembimbingku 1 bikin grup wa bimbingan 2 gapernah ngadain bimbingan 3 h 2 bulan baru menanyakan progresa tidak pernah membaca mencoret hanya mendengar dan menyimpulkan kita harus bagaimana 5 tiba tiba bilang dateline skripsi minggu ini ",2,1,44,276,1
958,1,"berasa lagi baca fanfict soal chaebol heolini di indonesia beneran ada loh orang yang hidupnya kayak kita nonton cerita di drama korea simak di mari username url ",5,0,37,179,0
959,1,"entah kenapa di tempat ini saya merasa dekat sekali dengan sang pencipta untuk itu aku selalu ingin mengunjungimu wukir mahendraku url ",0,0,26,134,0
960,1,"terkadang duduk termenung juga menjadi suatu kebutuhan apalagi bareng kamu yakamu sintasriwahyuni 01 ",2,0,16,111,0
961,0,"yang ditanyakan lagi nanti ada di dalam artikel itu terus kalau tidak puas bikin deskripsi sendiri di hujat hujat sendiri ",2,0,21,121,0
962,1,"selamat pagi selamat beraktivitas guy s emotxsenyum ",0,0,8,42,0
963,0,"memang kamu kenapa tapi saja tengsin adik emotxsedih saya putus dngan saya yang salah sekali memang emotxsedih ",0,0,19,91,0
964,0,"bercumbu dengan kerasnya ibukota jakartaya â ¹ aduh ",1,0,7,54,0
965,0,"ganda bukan kandang saya emotxdatar dirama bolanya jelek ",0,0,8,49,0
966,0,"hilangin sifat gengsi tidak jelas yang ujungnua cuma bikin capek diri sendiri karena tidak mau dipandang lenih rendah atau buruk dibandingkan orang lain tidak akan ada habisnya kalau nurutin orang lebih baik coba buat nerima kekurangan dan perbaiki sampai jadi kelebihan ",3,0,42,261,0
967,0,"nungu panjangnya kan lama rey emotxsedih ",0,0,7,31,0
968,1,"anyong namja romantis itu idaman aku banget perhatian pastinya sayang buat sama kita bisa humoris juga sukanya itu kasih sesuatu peluk kita itu ajah deh selamat memilih ",0,2,34,175,0
969,0,"ada ig minta line dikasih line minta wa kenapa tidak sekalian saja minta playstorenya biar ut satu paket ada ig wa line mobile legend juga ada ",4,0,31,144,0
970,1," username sukses dandim16-dandim161 tts tugas mulia brsama rakyat berhasil nambah kemajuan desa sukses pak babinsa met tugas mulia kian kuat tni brsama rakyat jayalah nkri ",1,0,27,164,0
971,1,"itu bukan mau tahu urusan orang kali tapi harapan biar bisa malak emotxtawa ",0,0,10,53,0
972,1,"ini baru co berkualitas sudah smart a doctor muda handsome sopan pengabdian tuk profesinya keren habis deh top ",1,0,23,116,0
973,1,"cinta sejati bukan cinta yang mengutamakan pelukan ciuman dan pertemuan tapi cinta sejati lebih mengutamakan pengabdian kasih sayang dan perhatian ",2,0,24,150,0
974,0,"apa tidak ada kata lain yang dipelajari anak-anak disekolah tentang cebong berbeda bagi mrk anak-anak tanya jadi cebong itu orang iya bukan anak katak url ",4,0,32,146,0
975,0,"masih juga bego dia dihukum atau ditembak tidak masalah dan tidak ada yang bela nah sibangsat cabul kabur padahal yang bela jjt orang tolol masih tidak berani juga balik kenapa kalau waras berpikir pasti kamu tahu jawabannya url ",6,3,51,218,0
976,0,"parah banget layanan busway tidak memuaskan antri di shelter paser baru saja sampai ijam ",0,0,16,92,0
977,1,"apan heh cipok oke deh sayong emotxtawa ",0,0,7,34,0
978,1,"selamat berbuka puasa a pipis alhamdu lilah di ",0,0,9,46,0
979,0,"iya sudah belum dapat susah mau cari siapa lagi iya ",0,0,12,53,0
980,1,"selamat berlomba krar ",0,0,3,21,0
981,0,"serius lho 5ri_rahayu seriuz ",0,1,6,33,0
982,1,"perkembangan teknologi tidak akan ada habisnya deh semakin lama manusia akan terus menerus berinovasi bagi teknologi termasuk koneksi internet positifnya hal tersebut pasti bisa membantu dan mempermudah pekerjaan manusia ",3,0,33,225,0
983,1,"yang pernah atau sedang ngejalanin usaha pasti tahu lika liku keunikan konsumen prinsip saya selama bisa saya penuhin permintaannya i wildo it walaupun bagi saya aneh ",4,0,32,167,1
984,1,"walaupun kita jauh secara fisik kita tahu kita selalu bersama walaupun kita tidak mengatakan aku cinta kamu kita tahu kita mencintai satu sama lain walaupun kita tidak mengatakan kita satu kita tahu kita adalah satu ",4,0,41,221,0
985,1,"alhamdulillah happy mkin aktif nak bmonthdedek nazhiaputriadhitya sehatterussayang cintaudek ",5,0,13,96,0
986,1,"kita berteman beda genarasi asiknya kita yang tua berasa jadi muda dan mereka yang muda belajar membahas hal hal serius dalam masa depan kita berteman se asik honorindonesia honorjs meskipun kadang harus mrnghadapi sifat kekanak kanakan mereka url ",7,0,44,253,0
987,0,"aduh ini badan sakit sakit seperti sekalian jangan stngah-stngah begini menyiksa emotxtangis ",0,0,14,72,0
988,1,"telkomsel cepat gila ampe loadingnya gakeliatan ",1,0,7,48,0
989,0,"main iya opoy ndud 3 ganguin that s true emotxsenyum wah parah kamu ung tidak ikut an saya ",0,0,18,81,0
990,0," emotxtawa kakak kurang ajar kasihan deh loh ",0,1,8,38,0
991,1,"c kak selamat sore semua saya mau ajak nonton bareng film â 308 ï ½ yang tayang juni ada yang mau ",0,0,18,97,0
992,0,"kalau sudah sibuk masingmasing akan bisa tidak iya ",0,0,7,49,0
993,0,"kasihan pasti nungu lama yah terus result a apa ",0,0,10,47,0
994,0,"tidak ada yang enak rnya lebih baik sakit karena diterapy saja di lebih enakan sakit gigi dari pada sakit hati emotxtangis c ",0,0,21,114,0
995,1," 4 dan bersyukur banget karena dipertemukan sm partner program yang diselenggarakan oleh laz ymfi yaitu karantina hafiz quran suasana iftar dan sahur yang menyenangkan dan pasti cerita seru selama karantina dan program radio mari kita bersyukur atas apa yang ada saat ini ",9,0,47,271,3
996,0,"perasan hari ini kangen capai kesal senang galau iri males ",0,0,13,62,0
997,1,"yah pingin seperti si laudya dapat duda baik punya anak 1 cewek dudanya baik sayang sm saya begitu deh fokus saya sekarang fight saja dan tetep semangat karena saya sudah putuskan mau menetap sampai tua dan death disana ",1,0,37,191,0
998,0," username username isuara untuk 5 tahun jangan harap suara kami jika para dewan mendukung pembubaran kpk lebih baik bubarkan dpr ",21,4,30,138,2
999,0,"memang yeh sonya memang begitu kacau dikandang h bareng tapir macan sama monkey emotxsenyum emotxtawa dimana ",0,0,17,94,0
1000,0," username iya di dm lewat twitter begitu tadi sempat selewat melihat sebenernya boleh saja minta hapus foto-foto konser atau sue kalau mereka tidak mau macam jelpi tapi kalau nyuruh tutup sih bodoh sih ",7,0,39,194,1
