id,tweet,sentimen,pos_words,neg_words
6677,makasih ya kamu yang disana e-ktpku kembali walaupun agak rusak pingir2nya sedikit : [pic] —,,,
6678,sip sip pokoknya keren deh iya balesnya saya mau tidak-pakai emosi but dengan taktik >� � (cont),,,
6679,bang saya dibuly bang siapa hah siapa ricky wkwk gegerayce: saya pangilin gebetan saya loh marah,,,
6680,liat kalender akademik bawanya kaya abis mainan bawang pedas :( [pic] —,,,
6681,kepagian lebih baik drpada pagi sangat (at fakultas ekonomi universitas trisakti) —,,,
6682,akhirnya setelah hari ngekost di rumah sakit (at wisma permata tomang argha's rom (209) —,,,
6683,pansih beler benci sekali sama kamu dasar eyang eyang rempong> <,,,
6684,se indonesia luas dosanya hehe kalau dosa bisa dipikul mungkin,,,
6685,foto dig pas lau kek gini,,,
6686,pernah berdoa dengan menyebutkan banyak nama dan berganti-ganti nama sebelum pada akhirnya hanya meminta yang terbaik bagi-nya,,,
6687,kamu saja b yang tidak-lulus kykynya h-3 tetap optimis fortifem lulus 10%,,,
6688,morning ayen selamat pagi kawan ^o^,,,
6689,mba mba lokira saya tua�! cucok maksunya haha trauma sama tekwan ya �,,,
6690,cintailah cinta,,,
6691,sahabat dahsyat di palembang mana suaranya jangan lupa ya hari lagi kita akan main,,,
6692,they is your fens kalau tidak-suka sama w bilang jangan nyindir selalu capai dan w tidak-mau cari musuh,,,
6693,parah lw di mlh di ktw'n rt wkwkwkwkwkwkwkwkw :p iya benar-benar (cont),,,
6694,smsnya dikirim jam 04:28 wkwk xd lagi mancing dan strike dapat bonus dari melia sehat sejahtera pengalaman mengesankan wkwkwk,,,
6695,jiah ywd saya kirim lagi neh yang terakhir wkwkwk,,,
6696,makasih teh ! semoga sekbid kita jadi sekbid terbaik amin ya alah,,,
6697,duhilah malem-malem pada kelaparan (with larasati tamara elang at home) —,,,
6698,bukan fitnah tapi itu kenyatan :p,,,
6699,hahaha just lil bit :-d iri wkwk >rt tl kenapa isinya ahsan semua �(‾�‾“)�,,,
6700,wah kata nanti icim bohong hehehe icim patah hati eh parah utu hahaha tidak-knp2 nah syang�,,,
6701,mungkin dia lagi tidak-punya uang rul _ wkwkrt baru 30rb saja sudah ribet sabar saja efekorangpelit duitnya tidak-berkah biarin #amin,,,
6702,semangat testnya yang disana :3,,,
6703,bau rokok bikin pusing,,,
6704,tidak-yakin saya orang melarat bisa dipersamaratakan haknya dimata hukum ri dimana-mana yang berduit yang menang !,,,
6705,pas mau berangkat pas avg nya ada yang ambil,,,
6706,yaudah bagus lah kalau tidak-di ijabah haha,,,
6707,yah saya cewek manis simple cukup berponi lurus muka pas pasan pun tetap kelihatan manis kok ☺,,,
6708,selamat pagi min cara mendapatkan ebok cara nya sprti apa,,,
6709,ng kal nda sanang pa kita ba bilang jo kamari! jang ba alay di twet,,,
6710,cek di web saja ky kan kalau sudah apa belomnya nanti asli tai sudah saya sms mau verifikasi tidak-di bls2 sudah tahu hari ini trakh,,,
6711,bisa2 mati kepo nih saya kewarnet lola youtube di hp saya eh eh liat video yang saya linknya,,,
6712,macet cekalih :( pt panarub industry),,,
6713,yang besar alami atau buatan #fakta wanita berpayudara besar maka nafsu nya pun besar,,,
6714,wkwkwkwk (�✣�)-☞ ikut ikut baik kamu benar mol hahaha kalau u yang nulis sudah d maklim'n ko :p,,,
6715,tawa yuk yo hahaha ( ),,,
6716,jangan bertengkar ya berdua :),,,
6717,tetaplah menjadi bintang dilangit agar cinta kita akan abadi biarlah sinarmu tetap menyinari alam ini agar menjadi saksi kisah kita berdua,,,
6718,uk terakhir ditutup dengan pengawas yang baik baik :d,,,
6719,menyebalkan binti nyusahin itu adalah lagi hectic serius kerja tetiba komputer hang heng… (at rukan graha mas) —,,,
6720,semangat untuk apa ai dita cemungut emut :,,,
6721,macet ngantuk -_-,,,
6722,mending empang deket rumah saya saja atau kolam lele ayahnya raya siap2 di timpuk asbak,,,
6723,mulai sepi lagi nih :|,,,
6724,selamat pagi \^o^/,,,
6725,sudah minum obat kebangetan kalau masih belum ngantuk - -,,,
6726,at rumah eyang subur —,,,
6727,gampang nanti tak bawain :p,,,
6728,lapan lapan nol koma ya :d lagu yang baru berjudul kebebasan sudah bisa di request di radio kesayangan,,,
6729,makin lama lagu indonesia makin tidak-mutu -_-,,,
6730,selamat pagi semoga hari ini akan menyenangkan hapy saturday al ( •�-)✧,,,
6731,ternyata si burung benar hahahahaha nyayur :p (at bank bri unit cisauk) —,,,
6732,kamu pasti belum bilang ama kania kan yang kemarin saya cie cie selamat brother :) wisuda,,,
6733,keren la!,,,
6734,hayuk ah tidur cepat dadah semua met malam,,,
6735,yah apa tahu tiba2 tuh lampu mati bagaimana hayo,,,
6736,haha tidak-jelas kan ogah ogahan wkwk oh :p kalau kasih tahu yang sebenarnya ogah polos dong wkakart faridanf kan kan,,,
6737,iya ember jadi iri hahaha,,,
6738,dtungu kabar baiknya ya harus kudu alhamdulilah sudah dapat izin dari orang tua buat race besok :)�,,,
6739,cet macet (at pasar tanah abang blok a) —,,,
6740,iya cantik makasih banyak ya :),,,
6741,untung saya tidak-punya pulsa jadi tidak-bisa balas sms kamu (lalala),,,
6742,saya balik ( � -�) iye iye lama tingal nungu saja si wkwk saya tungu di kantin depan yk awas kamu lam,,,
6743,untung belum instal ofice eman sekarang sudah ada ofice :|,,,
6744,ye pala sotoy! kaya aceh tidak-mandi2 :p \(�▽`)/ baik fix mandi sudah bau kambing,,,
6745,selamat jalan novi temenku paling sabar ngajarin aku yang bodoh ini … (w/ aulia at masjid jami al-ikhlas) —,,,
6746,nyokap yang yakin tidak-punya tidak-punya kulkas bu sumpeh saya coba liat dikulkas:p,,,
6747,hahah xd cocok sudah biru-biru wkwk,,,
6748,tuh kan masboy ngambek! tidak-mau tahu saya tangung jawab tuh yang buat masboy marah kaga saya mapin yang buat masboy marah bodo!,,,
6749,home alone and slep alone � mom and dad goes to our new house! � sepi sekali dirumah ga… (at lovely bed� �) —,,,
6750,pening sudah lemas di kasih duit makan~ akhirnya memutuskan berbuka:| wkwk,,,
6751,sip ji :)rt oke sep thankyou sangat ya :),,,
6752,kleyengan tidak-jelas x_x,,,
6753,ramen d jakarta selatan yang enak dimana yah,,,
6754,kadang memang kita tidak-bisa sadar kalau sebenarnya kita suka ngelakuin kesalahan kaya begitu atau kita malu buat akuin itu iya kak benar :'),,,
6755,curi2 waktu untuk narsis bentar pas runing program he (with kikiauzilda) [pic] —,,,
6756,oke jam 5an saya kermh kamu jangan kemana kamu rif,,,
6757,pantas saya batuk terus di omongin si putri wkwk reno drama sekali wkwk,,,
6758,nie muka ape bol yalah anjrit hahahaha alay sangat saya dulu,,,
6759,cantik mirip ren hehe :d b g t mbak! ya alah manis sangat begitu >/< (cont),,,
6760,mention orgnya kalau berani selamat malam :p,,,
6761,iya nih alamatnya salah alamat mel -_- kemana,,,
6762,mulutnya manis sangat baik begitu ganteng si iya tapi pas ketemu berubah jadi iblis begitu seram jelek dan jahat,,,
6763,real kale itu lagi kan- -wkwk,,,
6764,yakin,,,
6765,kapan canda tawa itu akan terulang lagi :'(,,,
6766,besok jadwal ambil raport anak2ku berharap tuhan beri yang terbaik amin,,,
6767,endang : upil | nama asli dan nama pangilan: desi : cici | nisa : icha | terus apalagi,,,
6768,sirik bukanya pengikut setan ￣︿￣,,,
6769,omongan karen ada benar nya juga yah _,,,
6770,janganlah selipkan kata jika dalam hal kebahagian karena sesunguhnya bahagia itu tak bersyarat bahagia kita yang tentukan,,,
6771,haha cukup untuk malam ini,,,
6772,pulsanya kurang cepe wkwk ok masa of cek dm ka wkwkwk enga tahu cil tiba2 of :d,,,
6773,hahaha cie ngapa sudah eh mana traktir woy parah nih parah haha -,,,
6774,kalau kamu benar sayang sama saya kamu ega bakal ngelakuin ini ke gue:'),,,
6775,apalo jemput u mama aku terlantar dijalan:'(,,,
6776,smp advent sudah ambil rapot masih lama :'3,,,
6777,lelah sekali hari ini,,,
6778,senang :):),,,
6779,sudah sabar sekali ini si haha iyaw sabar saja sudah sma warga ap-2 :d,,,
6780,baterai bocor ah parah,,,
6781,oreo apa orang ahaha aku lagi marah ka gara oreo ada apa ini bisa ku balas kamu lebih gila,,,
6782,mata sepet kaya salak,,,
6783,tapi jadi merapat iya ramai sangat gila -_-,,,
6784,tidak-enak tahu tapi enyak;3 sayuran mentah idiw~ trisnakpw: mau salad;(,,,
6785,maf aku tidak-bisa menjadi masa depan yang baik bagimu,,,
6786,subhanalah astagfirulahrt jangan takabur nanti alah benci,,,
6787,ujan di priok asli lucu (at kg sob (kwik kian gie schol of busines) —,,,
6788,sip min apa kbar tanjung salam kompak #enimers saya juga lahir di sana selamat datang di kota kelahiran,,,
6789,o ic ic :v artinya selamat pagi kak hahahaha apa itu artinya nya hahaha cao an! hehe�,,,
6790,dan berhubungan doi bikers - jadi doi satnite di benar bareng sexy dancer u u miris,,,
6791,iya masa muka bule begitu dimedan haha hebat sangat bd di medan :d,,,
6792,lumayan lama detik andre_laurento sudah tidak-tapi tadi itu ada kali detik jong,,,
6793,selamat ulang tahun jakarta!,,,
6794,ngapa bisa sama semua ya kisah nya ya beda2 tipis lah dan mungkin akan bahagia nya sama lanjutkan perjuanganmu bro terus hadapi semua,,,
6795,amin o:) do'aku : ya � jangan sakit lagi ya,,,
6796,paling enak kalau bicara sama nyokap sore2 sambil ngeteh minta dia cerita pengalaman dulu pasti seru2 ceritanya,,,
6797,iya :d makasih amin :-) belajar yang rajin yah biar nilainya bagus lagi bukan besar tapi nanti masuk besar amin,,,
6798,i'm at sekolah bunda mulia (jakarta pusat dki jakarta),,,
6799,yaudah kalau sama jelek tidak-usah ngatain,,,
6800,apan sih ini pagi-_- ini malam ian _ selamat pagi,,,
6801,teliti sebelum membeli (with endah rastati and others) [pic] —,,,
6802,c: ♥ seseorang yang rela melakukan apa saja tuk buatmu tersenyum adalah orang yang pantas untuk kamu pertahankan,,,
6803,ogi apa kabar sombong sudah yang sudah punya patjar malam mingu lope2 di tl ni hohohoho,,,
6804,rumah mpel kalau ke rumah kamu saya sedih kah haha kermh siapa,,,
6805,done sayang :) uni amel folbek makasih:),,,
6806,jangan hiasi wajah dengan sedihmu karena kamu tak pernah tahu seseorang bahagia hanya melihat senyumu #kepsmile☺,,,
6807,hahah sempit saja tapi yang penting ganteng iya memang benar sel dia satu sekolah,,,
6808,senang sih enga kamu petak umpet amat kamu,,,
6809,adict sangat tik ha teman setia sat menungu :-),,,
6810,kamu bukan garet tapi kakaknya dia memang saya margaret iya baunya sama kaya taiu,,,
6811,wkwk _ iya aneh biasanya kan asin -_-,,,
6812,paling senang internetan pakai im3 karena lodingnya itu cepat sekali :d aduh tidak-sebal sudah kalau begini :d #im3mobacjkt13,,,
6813,c : bahaya barca musim depan ancaman untuk madrid,,,
6814,kamu tahu apa yang selalu aku tungu sat pagi hari iya ucapan selamat pagi darimu :') #smh,,,
6815,lemas dan ngantuk pun melanda,,,
6816,tidak-tahu males saja sutera sudah beda :( kenapa mba tidak-ada semangat semangat nya ini,,,
6817,mba lagi lomba gombal2an haha mantap sudah,,,
6818,rezeki tidak-kemana bro harus sabar n ikhlas itu intinya,,,
6819,kuli capai tapi ternyata bisa juga jauh kamu hahahaha,,,
6820,besok jadi pa ! haha kan enak kalau nyadar mah ! tahu,,,
6821,kamu benar!sayang dn juga percuma kan: ) iyalah kan aku sayang sama kamu melebihi apapun daripada dn:(,,,
6822,dalam kondisi apapun berbuat baik n berpikir positif dapat membuat hidup yang lebih baik,,,
6823,kaka saya mah curang ih jalan2 terus saya nya malah tidak-boleh main hah!,,,
6824,yaudah yang pentingkan sekarang sudah di bukain jangan sedih pada keluar cha baru dibukain pintu nih capai :(,,,
6825,selamat pagi tuhan yesus terima kasih buat berkatmu yang tak berkesudahan:'),,,
6826,wakak makanya gece:p baru mau ngirim foto eh pas ping! x kurang beruntung ya <\3,,,
6827,iya nad ini mau di coba kok nanti pas sbmptn nad semoga masuk yah nad:) kalau pelajaran dia berasa lagi di jajah belanda haha,,,
6828,pasti macet nih dimanamana,,,
6829,pas ujan ♫ blame it on the rain - mili vanili tribute version by 80s unforgetable hits —,,,
6830,sama sama sakit apan kamu terima kasih kajar:),,,
6831,tadu kamu yang ajakin di kantin vianey sekarang mau di semanan saya bikin skripsi salah bab nih,,,
6832,serius,,,
6833,haha her style problem idiot kelakuan pemain bayern setelah juara di wembley: -_-,,,
6834,sama saja perhatian sangat sama madrid:)udahan ah eror nih maaf bye,,,
6835,hidih sok iye-_- muka mirip mon mon juga hih (�^� �)�,,,
6836,asyik by saya share ya foto kucel lo:p,,,
6837,arg penuh terus nih memori hapus aplikasi apan lagi -_-,,,
6838,nah itu tidak-tahu :d siap jam berapa memang wahaha emotnya semangat sekali :p pasti makasih bay :d,,,
6839,at griya depok asri —,,,
6840,sudah masuk email nya ya qirain dikirimin satu album hehehe oke nanti kalau belum masuk atau ndak ke kirim bilang saja,,,
6841,simpati,,,
6842,hari ini gplah tidak-ketemu yang penting di sms wkwkwk,,,
6843,dihatimu haha joke di plaza mandiri tahu tidak,,,
6844,ah kesukan ita itu coking tumis jagung bakso cabe hijau n merah sedap ;),,,
6845,haha iya :d grade berapa tidak-papa haha baku sekali bahasanya charly_raper: asli medan kok ibu,,,
6846,sama sama maudina :p makasih peter{♥} dan anak-anak ipa yang lain selamat ya,,,
6847,binal saik ih tahu ajasih kamu sekarang br bet main biasa tidur subuh juga kamu jam aduh m,,,
6848,wanita cantik haha lol! #clas #today #uniform #weird #funy with,,,
6849,yah masih kalah eksis lah ma kamu te gila le kamu sih eksis abis nomnomnom,,,
6850,sudah bosan sudah lelah ja mungkin dia sudah bosan pemirsa,,,
6851,ya harus di mauin lah wkwkw twiter kamu segala di gembok kaya kandang ayam saja ka-_- wkwk,,,
6852,haha banyakmi cewek na bagaimana om sahidin d sana nda nakal ji,,,
6853,ketauan kan de-_- haha ini maksudnya apa ya:') akumah baik kak,,,
6854,twan yang (sat matahari memancarkan cahaya paling kuat gaya gravitasi di tangal ini adalah yang… [pic] —,,,
6855,tiki saja jauh gila kali iya donk saya kan buyer florencehds: ya kali saya yang ngaterin haha makroni kamu,,,
6856,nobody wants to be lonely by ricky martin (at pesona gintung residence club house) —,,,
6857,iya i know hahart ngerti nun ngerti- - maksud dia kamu kaya bola sudah bulet begitu -_-rt,,,
6858,ayo hayom ! lawan cina menang msa malay kalah ! jangan sampai !,,,
6859,#karokefamily salah lagu deh elah -_- ♫ a thousand years by christina peri (at inul vizta) —,,,
6860,single enak sangat yak:o,,,
6861,kalau x factor cari suara yang khas nih si ari,,,
6862,memang enakrt jahat sangat jadi orang :(,,,
6863,semangat ama yang pada baru mau mulai bikin outline hari ini :-),,,
6864,sinyal aur2 gini padahal pulsa sudah lebih dari cukup tlv jadi mis com,,,
6865,beberapa menit ini mendptkan ilmu yang sangat berharga badan narkotika nasional,,,
6866,i'm at building f - universitas pelita harapan (tangerang banten),,,
6867,sok punya rambut botak saja juga hem potongrambut ! !,,,
6868,supaya apa kali ngantri2 begitu toh yang di isi tu juga bakal habis ayo! ramai-ramai kita ngantri bm murah besok sudah naik bro!,,,
6869,oke tingal tungu karma saja sekarang saya yang lari larian kaygini tapi nanti kamu yang bakal ngejar2 saya karma dear :,,,
6870,macet tak berarti dari rumah sampai disini kaya lagi liburan sekolah \^o^/ (at international sos clinic) —,,,
6871,nonton bola ngavengave enjoy tidur enak dulu ach hehe hotel park),,,
6872,iyuh bau bau asyem :p di rumah cuy belum mandi ini saya wkwkwk,,,
6873,harus kamu dengar omongan temen-temen kamu yang pengen ngeliat kamu berubah jadi lebih baik jangan terlalu egoislah jadi orang,,,
6874,kata siapa anak kurang ajar tapi anak tidak-pernah d ajar pakai duit tahu � �✣� � d � � �✣� �• ) ™,,,
6875,oke ;),,,
6876,cinta mencintai darah (at [pic] —,,,
6877,baru masuk kandang (at komplek batan indah blok m 27) —,,,
6878,elu dong! yang alay tu si yang ngmong alay :p,,,
6879,aman tidak-wo u yakin mau parkir disana dtingal menginap,,,
6880,bundo cepat sembuh ya :d,,,
6881,pukuli joko adalah pemuda tampan yang sering di _ oleh gadis-gadis,,,
6882,pk baju sekolah terus dobel baju biasa ky pas drama berangkat agak pagi biar bisa latihan,,,
6883,gatau harus nangis apa senang !,,,
6884,tidak-bisa kaya gini terus (✣� _✣�),,,
6885,aku tak mengrti apa arti sahabat tapi aku mengrti arti saling menghormati,,,
6886,lahir pada tangal & 30:orangnya perasa dan mudah tersingung sifatnya yang mudah beradaptasi,,,
6887,ah kurang greget pakai cabe kecap terus di goreng,,,
6888,ibarat permen tuh lagi manis2nya sekali sama kaya hubungan kita lagi suit suitnya (�♥ﻬ♥) heh hayuh,,,
6889,temu kangen artis bangka ♥ (with intan ria and others at sushi sei) [pic] —,,,
6890,yahehehe pantas :p saya tidak-punya san sengaja gabikin karena ini andoroid bukan punya saya tapi punya nyokap :d,,,
6891,makan siang pakai sup bayi ada yang tertarik silahkan ke cina saya sih ogah -_- [pic] —,,,
6892,malam yang baik hati dan tidak-sombong,,,
6893,30e8dc83 ( jelek hitam dekil ) � �,,,
6894,masuk siang sayang tidak-boleh begitu nge pamali cius w masuk jurang seperti nya nge apa nge u besok msu,,,
6895,i'm at arena pekan raya jakarta (prj) (jakarta pusat dki jakarta) w/ others,,,
6896,mau dund :( otak nge bul nih sudah dipakein es batu tadu lalala~rt haha adem ~ yolandarana: ahaha otak lagi adem,,,
6897,jakarta oh jakarta dijanjin ama orang yang suka bohong itu sama saja kaya mengharap jakarta kaga macet,,,
6898,biar nilainya bagus,,,
6899,lagi dia omong nya cuma ama tika kalau mau ngajakin mah di omongin semua makanya saya tidak-jnji mau ikut lemas badan saya,,,
6900,yaudah jangan lupa makan dan jangan bikin orangtua marah saja #eh males gerak wkwk,,,
6901,brati mendinga kurus ya ! jong :p pria yang cenderung ingin memiliki tubuh lebih berotot,,,
6902,wkwkwk cari ribut dya :d:p,,,
6903,semangat apa !,,,
6904,april: pandai membujuk cenderung menyembunyikan perasanya sangat pemilih menyukai olahraga,,,
6905,met malam dancer ebi yang cantik & kece,,,
6906,untuk setiap orang yang saya gombalin baik laki maupun perempuan maf saya lagi bego! (at awan terang) —,,,
6907,seriuslah-_- dia takut pasbditengah napasnya tidak-kuat terus kelelep,,,
6908,sudah pen -_- astagfiruloh tane sudah memalukan -_- gatau tan,,,
6909,makasih ya pandri :d alikawh selamat ulang tahun lika,,,
6910,cie sudah bisa wkwk ya closet lah closet isinya wc haha:p cukup sa jangan ulangi lagi! -_- haha parahan mana closet sama,,,
6911,siap ง hihi ini semangat ko lin;) you to♥ lidianasyahrul: hayu ah semangat tong hareng kitu;),,,
6912,jika jalan kita salah tapi niat kita benar insya alah jalan yang salah akan di luruskan oleh alah #petuah dari ustadz,,,
6913,get well soon rum tiba pusing (✣� �_✣�),,,
6914,yah lagi sama yang lain nih wkwk yah sel sini bahagia itu sederhana sih keluar rumah sama teman-teman sudah cukup,,,
6915,hfa ya & semoga cepat balikan:p terus saya dapat pb deh:p:d,,,
6916,yuk ke prj! league promo spesial selama prj berlangsung!,,,
6917,serius ege lay kalau kata saya setelah balikan anak kafir itu langsung sujud syukur lay _ wkwk langsung jingkrak2 begitu,,,
6918,akhirnya bisa pijet juga enak tenan hehehe,,,
6919,wajar lah~rt drag bike pertamina kebumen; fu sikat sonic di bebek c detik ckckck !,,,
6920,itu lebih mantap lagi haha apalagi yang byak duitnya hehe wow kalau itu suka donk haha,,,
6921,tidak-usah ke mana2 lah jaman sekarang rawan kudet kudet deh kamu (�_✣� )-�,,,
6922,ternyata dia sekarang bisa lebih baik dari yang aku kira,,,
6923,hm sedih pengen nangis,,,
6924,boarding pas dan ternyata delay menit -_- terminal w/ others),,,
6925,selamat pagi selasa~,,,
6926,tomochin~ cantik sekali sih :s,,,
6927,tapi kalau bapak nya tidak-keren anak nya tidak-ganteng mer ha,,,
6928,kata siapa bohong dapat pahala pih:| wkwk bohong dosa kamu ya wkwk,,,
6929,sudah jam pergi mestinya kalian tidur kotor nih wal saya malam untuk siang siang untuk malam kamu kelelawar ya apa sih yang ada otak kalian,,,
6930,selamat makan (with nyonyabesar at bebek kaleyo) —,,,
6931,wkakakak ohiya jadi ingat hen sabar ya jangan didengarkan omongan mama saya wkakakakakakakaka,,,
6932,jadi penampilan om dan abang bersama itu membuat saya merinding ! keren bangat aseli !,,,
6933,bagus apanya deh hahaha ;d bagus dums besok prodjost masuk nih terus saya pakai kebaya begitu besok saoloh,,,
6934,jalan pramuka raya ngelewatin tkg buah mau tidak-mau beli karena sesuatu hiks aduh ada2 saja kejadian hr… (at bri) —,,,
6935,ilfil sangat saya sama orang yang pasang dp lgy begituan ama cewek nya dipikir bagus kali yah,,,
6936,tersenyum bisa mengurangi stres dan mampu membantu meminimalkan garis kerutan di dahi�,,,
6937,tak ada alasan untuk berpisah jika kita dapat menangapi jarak dengan dewasa [ jodoh pasti bertemu],,,
6938,bukan saya karena saya baik ;) mnrut l,,,
6939,sudah tahu tidak-mau bercanda eh masih saja di ganguin,,,
6940,virgo kesehatan: jika sudah menginjak waktu istirahat usahakan pejamkan mata dengan tenang dan kosongkan pikiran anda,,,
6941,oh memang kamu sudah lama kemarin sih ada kasir tapi sudah ditraining sekarang jadi enga ada kayaknya mah masih,,,
6942,enga barusan si daritadi cuma saya lamalamain blsnya katanya dia lagi ama kevin serius (cont),,,
6943,benci cinta:(,,,
6944,back to normal,,,
6945,nah ini bagus,,,
6946,selamat pagi dan selamat menunaikan ibadah puasa bagi yang menjalankan hari ini semoga kuat sampai maghrib nanti! amin o:),,,
6947,sayangnya kamu adalah pengagum wanita cantik bukan wanita setia~,,,
6948,whoa makasih adik ndut cantik kesayangan (�✣�)�) amin amin makasih makasih ({}),,,
6949,yang boneng saja nih rela kok asal mami bahagia kitapun sama t t duar dengar kabar mami merit gimana tuh izylicious,,,
6950,galeri indosat pesona kayangan depok pelayanan cs payah sangat lama dan hanya dari cs yang melayani,,,
6951,erte! kalau sudah pesimis duluan gimana kalian mau membela negara ini,,,
6952,bila belum bisa memberikan banyak hal ke orang tua setidaknya doa buat mereka di pagi buta tak pernah terlupa,,,
6953,pastinya min sangar dan menakutkan :) jika cavani benar bergabung chelsea bakal sangar sih yah,,,
6954,padahal orgnya terkenal muahaha yoi as strong as bul b),,,
6955,iya suruh antar si itu ke depok lama saja,,,
6956,selamat pagi nona cek wa yah,,,
6957,jam 1an paling mainya oke,,,
6958,ganteng sekali aslinya si kalau boleh jujur itu ada lanjutanya lagi ya bagi gina saja sih �,,,
6959,bahkan langitpun bersedih dan saya tidak-bisa pulang! (at lampu merah tomang) —,,,
6960,meriah sekali deh sepertinya ;),,,
6961,hua aib saya dibuka haha hehe ingat kalau kamu lagi galau suka mojok sendiri dikolong meja :-p bodo yu bo,,,
6962,wa'alaikumusalam sehat dan dalam lindungan alah ya untuk semua :'),,,
6963,nga jadi deh mau kenalan sama mikha nanti kalau sudah kenal terus setiap ketemuan saya nya mati meleleh gimana memang dia mau angkat,,,
6964,myuh sipna luang ae go tawur baik tawur nek wani,,,
6965,iya yank tidak-praktik aku lihat saja jijik soalnya,,,
6966,ayah endrios manaf ku deh mulai mual2 ni n mulut pahit maunya maem teyus hehe,,,
6967,wkwkwkw tidak-enak amat ya akhir2nya jlek :p #lirik xd,,,
6968,ayok sini sayang dtguin ;-)rt mau ikut (╥� ╥) diner wiv at menuny enak unik,,,
6969,hahaha parah godluck rong :),,,
6970,penyelamat ku untung tidak-lupa bawa (at bandara halim perdanakusuma (hlp) [pic] —,,,
6971,d'tngu d'jkt non packing (ky mau pergi lama aja),,,
6972,kan nga bisa tidur bang cewek cantik kaya kamu tidak-baik tidur mlm2 sometimes we just wana say i'm give up but,,,
6973,pusing kamu pergi dong dari pikiranku :d,,,
6974,gampang bet ya ngomongnya,,,
6975,nih sudah saya terangin mesake tenan anak2 sudah gaya hasilnya gelap �… (w/ kemas & sylvia) [pic] —,,,
6976,kamu lebih berharga dari yang lain,,,
6977,sabar ya iya ni pilih kasih cemburu ya kamu dia kan tahu aku sakit,,,
6978,tadu katanya tidak-boleh membicarakan orang ya orang lain pada ngehargain kalian karena kalian baik sama dia but orang lain itu tidak-su,,,
6979,i'm at naturale cluster foresta - bsd city (bumi serpong damai (bsd) banten),,,
6980,makasih {} :') kamu nyangkut dimana tetap semangat ya,,,
6981,orang kristen biasanya bagaimana yant saya kurang tahu juga sih,,,
6982,kalau tidak-ikut prj jadi sibuk apa selama bulan ini,,,
6983,pengen jadi kecil lagi yang tiap maghrib berebutan mic buat solawatan,,,
6984,lebay juga boleh haha asli lebay hahah hey guys buat elo-elo yang ngaku berbisah kamu bakel menyesal,,,
6985,semangat tidak-siap buat porseni hari ini �,,,
6986,subur waktumu sudah habisa,,,
6987,( | selamat pagi!,,,
6988,ah embak bisa saja nih team work yang bagus mbak :d,,,
6989,st diemdiem saja yh :-) ini kodenya asli padahal pengen sangat saya ultah ngerayain sama kamu :(,,,
6990,bukan menyon buat saya yang paling nikmat sat ini hanya selonjoran,,,
6991,tidak-idiot tidak-asik kwkwk,,,
6992,besok bisa jadi hari terakhir sekolah,,,
6993,tepatnya rumah sakit #spikquesti0n posisi lagi dirumah / diluar rumah,,,
6994,apa yang kamu katakan kalau mantan punya pacar yang lebih jelek dari kamu #zonajawab,,,
6995,ya salah buang lulu san bukan gue:) wkwk iya ya fi tar malah saya ngebuang elu lagi haha awas hati-hati salah,,,
6996,benar sangat muda nya jahat tua nya mati susah,,,
6997,saya mah malu jadi kamu kepo sekali kehidupan gua! apa kamu iri kalau saya deket tuh cowok haha,,,
6998,tapi kamu dari kemarin tidur terus besok sudah sibuk cin puasin hari ini njir mati,,,
6999,wah iya seru tuh kerumah kamu lebih seru:p haha,,,
7000,cowok keren itu yang tidak-merokok setuju,,,
7001,morning brandon semangat ya nanti perfomnya & morning juga buat fay have a nice day :),,,
7002,ok dech sayang boleh tuch kamu k kampus kapan jam berapa,,,
7003,turut berduka cita selamat jalan bapak taufiq kiemas semoga diterima segala amal ibadahnya,,,
7004,glahrt ahahaha tidak-jelas ini bocahrt mana tuh tuh,,,
7005,tahan nafas jangan di hirup haha alah kentut bau yang nah bisa jadi tuh yang,,,
7006,lagi otw ketemu sudah lama tidak-ketemu sudah gemuk belum ya dia d sana (�✣�),,,
7007,bro elu tahu tidak-cowok yang kemarin kondangan aih cakap ye a,,,
7008,#6mybigdreams i want to be a real friend who always be there for other friend not only when hapy moments but in sad moments to,,,
7009,eh memang ipb ada mandiri,,,
7010,sudah lama itu penyakit kanker tulang jis sakit apa memang,,,
7011,hidup itu terlalu keras jija dihadapi seorg sendiri,,,
7012,siape yang nikah yan dipernikahan ini sudah ketemu tokoh penting bapak fauzibowo dan ibu gusdur huhuy:d,,,
7013,bodo amat wkwkw :p sok2 biasa saja kamu :p biasa saja _ sian yah neng :p wkwk oke seharian gab,,,
7014,wedeh ngeri juga udang tepung krispy hot ha itu apan sudah enak,,,
7015,bagus ternyata ★ epic (with at xi kuningan city) —,,,
7016,selamat tingal vs sampai jumpa,,,
7017,ah gobloy mau pergu dompet pakai acara ketingalan mana sudah jauh lagi duh :(,,,
7018,sangat (�▽`�) jadi rindu suasana kelas ;) new ava & header ;),,,
7019,hidup memang tidak-adil jadi biasakan dirumu kawan � (at —,,,
7020,bgtbgtgtgtgtn nic: : ngenes sangat ya alah rawrg mau mupheng parah ini nic</3:,,,
7021,dirangkum saja hehehe :p panjang ceritanya hehe aku juga mau dengar ceritanya :') cerita2 d,,,
7022,wah enak amat kak minta pin k donk,,,
7023,yang parah bebongnya az wokeh di save dulu saja haha parah bangat si (cont),,,
